,Query,Cosine Similarity
9815,fat brain,0.12661555
9816,ibuprofen and alcohol,0.12661263
9817,ketosis,0.12660939
9818,eyelid surgery,0.1266087
9819,types of cancer,0.12659936
9820,attention deficit disorder symptoms,0.12659554
9821,what are the symptoms of diabetes,0.12657331
9822,bleed on brain,0.12657061
9823,naturally huge pills,0.12656528
9824,sex rehab,0.12655583
9825,throbbing pain,0.12652552
9826,vitamin overdose,0.12651634
9827,vaginal cancer symptoms,0.12650555
9828,diet shakes,0.12649515
9829,brain tumors,0.12649223
9830,foods that contain gluten,0.1264826
9831,thomas pain,0.1264742
9832,radiation poisoning,0.12645845
9833,lime disease,0.12644984
9834,genital warts in women,0.12644637
9835,ischemic,0.12644273
9836,decongestants,0.12644045
9837,knee surgery recovery,0.12643683
9838,cheap dental insurance,0.1264332
9839,prescription drugs online,0.1264298
9840,getting pregnant while breastfeeding,0.12642786
9841,signs of diabetes in men,0.126424
9842,thyroid gland,0.12642078
9843,symptoms of depression in women,0.12637992
9844,osteopathic,0.12634295
9845,ribs hurt,0.12633726
9846,toxoplasmosis,0.12631702
9847,serotonin syndrome symptoms,0.12631625
9848,symptoms of gallstones,0.12631337
9849,anesthesia awareness,0.12631239
9850,ct scan vs mri,0.12631133
9851,antenatal,0.12628177
9852,stress reducers,0.12625682
9853,symptoms of kidney disease,0.12625553
9854,gunky eye,0.12625551
9855,copd,0.1262348
9856,gall bladder problems,0.1262177
9857,anemia symptoms and treatment,0.12621564
9858,gout diet,0.1261986
9859,cataracts,0.12618896
9860,what is type 2 diabetes,0.1261836
9861,vaporub,0.12618223
9862,benadryl dosage,0.12616134
9863,antidepressants uk,0.12614952
9864,ovarian cancer,0.12613899
9865,therapy uk,0.12611368
9866,heart hurts,0.12611347
9867,what is a colonic,0.12609997
9868,cancer institute,0.12609915
9869,upset stomach after eating,0.12609257
9870,hormone imbalance symptoms,0.12606575
9871,tight chest,0.12605411
9872,symptoms of colon cancer in men,0.12604304
9873,borborygmus,0.12601806
9874,can men get yeast infections,0.12598401
9875,medial knee pain,0.12597999
9876,palliative care,0.12597057
9877,vitamin stores,0.12595913
9878,dry flaky skin,0.12594254
9879,lobotomy,0.12592024
9880,curing,0.1259107
9881,what is colon cancer,0.12589592
9882,ovaries hurt,0.12588103
9883,cervical lymph nodes,0.12587203
9884,vocal cord paralysis,0.12585242
9885,multiple myeloma symptoms,0.12583065
9886,ovarian tumor,0.12582599
9887,neurologist,0.12580723
9888,cancer lyrics,0.12577015
9889,over the counter anxiety medication,0.1257692
9890,walmart pharmacy,0.12576073
9891,ectopic pregnancy treatment,0.12574475
9892,relapse,0.1257209
9893,my dog is constipated,0.12571704
9894,signs of a yeast infection,0.12571055
9895,cardiopulmonary,0.12566835
9896,high temperature toddler,0.12566775
9897,cancer stages,0.12564793
9898,multivitamins,0.12564336
9899,vitamin store,0.12561956
9900,fibroid tumors,0.1256118
9901,rotator cuff injury symptoms,0.12559588
9902,chest xray,0.12558682
9903,thighs,0.12556654
9904,american journal of human genetics,0.12551564
9905,breast soreness,0.12551557
9906,white patches on tonsils,0.12551545
9907,stomach aneurysm,0.125513
9908,itchy legs,0.12550655
9909,gallstone pain,0.12548812
9910,steam inhaler,0.12548715
9911,porridge with water,0.12548417
9912,anal itch,0.1254701
9913,cold burn,0.12546879
9914,colposcopy,0.12546837
9915,nutritional supplements,0.12543954
9916,breast pain,0.12543178
9917,lower abdominal,0.12538537
9918,montgomery glands,0.12536693
9919,burning in stomach,0.12536322
9920,adult nursing relationship,0.1253532
9921,restless leg syndrome home remedies,0.12534626
9922,osteopathic doctor,0.12532896
9923,high temperature in children,0.1252918
9924,tingling fingers,0.12528378
9925,natural pain killers,0.12524869
9926,breastfeeding and weight loss,0.12523964
9927,list of mental disorders,0.12523955
9928,bowel incontinence,0.12520678
9929,tingling in legs,0.12519239
9930,health and safety at work act,0.12517801
9931,my diet,0.12517402
9932,weight loss drugs,0.1251358
9933,sleeping medication,0.12512663
9934,ludwig angina,0.12512474
9935,endometrial,0.1251158
9936,heart palpitations during pregnancy,0.12510185
9937,medical school ranking,0.125097
9938,neck injuries,0.12509404
9939,breast cancer symptoms,0.1250903
9940,brain lesion,0.12508716
9941,blood poisoning symptoms,0.12507929
9942,what is impetigo,0.12507612
9943,ibuprofen for dogs,0.1250657
9944,thyroid eye disease,0.12505454
9945,brain zaps,0.12505235
9946,primary progressive aphasia,0.12504572
9947,craving salt,0.12503453
9948,what are symptoms of diabetes,0.12503414
9949,muscle spasms in back,0.12501179
9950,ovulating symptoms,0.12500611
9951,nurse salary uk,0.12499286
9952,xanax and alcohol,0.12497822
9953,genital wart treatment,0.12494387
9954,severe heartburn,0.1249014
9955,proton pump inhibitors,0.12486438
9956,fungus on skin,0.12483072
9957,elderly care,0.12482587
9958,cold souls,0.12482199
9959,energy medicine,0.12481025
9960,nuclear sclerosis,0.124777876
9961,orbital cellulitis,0.12477502
9962,human liver,0.12475607
9963,renal system,0.12470533
9964,cold pasta salad,0.12470194
9965,what is dr,0.12469249
9966,swollen lip,0.12467306
9967,what is yeast infection,0.12467231
9968,what causes hives,0.12465993
9969,hypnotherapy,0.12465326
9970,methadone,0.12464322
9971,bleeding out,0.124642104
9972,sore boobs,0.124633566
9973,foot swelling,0.12463219
9974,symptoms of thrush,0.124611974
9975,hernia,0.1246086
9976,high temperature child,0.12460098
9977,milia treatment,0.124600105
9978,cataract,0.12459198
9979,gassy foods,0.124589935
9980,head hurt,0.12457958
9981,my thighs,0.12456213
9982,naturopath,0.124536246
9983,clear vaginal discharge,0.12453112
9984,connective tissue disorders,0.1245216
9985,bladder infection in men,0.124439664
9986,chiropractic adjustment,0.124437556
9987,what to do for constipation,0.124429226
9988,celiac diet,0.124426685
9989,total lung capacity,0.124426514
9990,hepatic encephalopathy,0.12440137
9991,laboratory tests,0.1244012
9992,clogged arteries,0.12438753
9993,adventist health,0.12438398
9994,excessive belching,0.12438157
9995,symptoms of sad,0.12437405
9996,liver health,0.12436945
9997,7 week ultrasound,0.124328054
9998,bear gall bladder,0.124323145
9999,clotting cascade,0.12432019
10000,hands always cold,0.124312125
10001,mortality rate,0.12430591
10002,recurrence,0.124300666
10003,bonjela,0.12428263
10004,cyst,0.12427849
10005,colon removal,0.12426898
10006,platelet rich plasma therapy,0.12425041
10007,musculoskeletal disorders,0.124183565
10008,research in,0.12417277
10009,anxiety treatment,0.12417099
10010,orthopedic,0.124142155
10011,prescription pads,0.124140225
10012,journal of neuroscience,0.1240836
10013,appendix pain symptoms,0.12404367
10014,heart disease in women,0.124042615
10015,aspirin for dogs,0.12402855
10016,sociopathic symptoms,0.12402313
10017,hyperventilation,0.12401989
10018,lemsip,0.12400697
10019,gerson therapy,0.12398389
10020,surgical face mask,0.12397177
10021,radiation treatment,0.12394512
10022,abdominal pain in children,0.123944744
10023,restless leg syndrome,0.123938955
10024,mri safety,0.123910956
10025,vascular disease,0.12390109
10026,to get rid of dandruff,0.12388885
10027,food intolerance,0.12387998
10028,endometriosis,0.123877816
10029,cancer traits,0.12386758
10030,hicups,0.123855285
10031,nhs bmi calculator,0.12385277
10032,prozac side effects,0.12383047
10033,static encephalopathy,0.12381486
10034,shoulder surgery,0.123793446
10035,dry eyelids,0.12376109
10036,what causes conjunctivitis,0.12375915
10037,get an abortion,0.12373659
10038,mouth sores causes,0.12372026
10039,dog tumors,0.123706594
10040,muscular pain,0.12369193
10041,tamiflu dosage,0.12368631
10042,cushings disease,0.12366205
10043,free dental work,0.123639375
10044,causes of pink eye,0.12363536
10045,female heart attack symptoms,0.12363533
10046,bleed on the brain,0.12360377
10047,what are herpes,0.1235646
10048,calcium supplements,0.1235607
10049,lung cancer treatment,0.12356051
10050,std tests,0.12353577
10051,lower back pain during pregnancy,0.12351142
10052,canker sores in mouth,0.123510495
10053,tums,0.12349734
10054,national kidney foundation,0.12349382
10055,benadryl side effects,0.123475194
10056,polycystic ovary,0.123451576
10057,6 week ultrasound,0.12341298
10058,ulcers,0.123410314
10059,bipolar symptoms in children,0.12340346
10060,my teeth hurt,0.12338629
10061,leukemia prognosis,0.12336666
10062,hot or cold,0.12336409
10063,muscular atrophy,0.1232881
10064,herbs for weight loss,0.12328357
10065,ringing in the ear,0.12326954
10066,wellbeing centre,0.12326205
10067,what is scleroderma,0.12325525
10068,joint pain treatment,0.12325329
10069,knee pain from running,0.12325043
10070,co codamol,0.12323996
10071,symptoms of hpv in women,0.12321583
10072,what is constipation,0.123203665
10073,group therapy,0.123197965
10074,runny,0.123183936
10075,over the counter sleep aids,0.1231757
10076,dentist number,0.12315367
10077,salivary gland,0.12313599
10078,orgasm tubes,0.12312797
10079,tick bite symptoms,0.1231057
10080,tooth cavity,0.123101234
10081,appetite loss,0.12308725
10082,cancer research,0.12308017
10083,nuclear medicine,0.12307244
10084,flesh eating bacteria,0.123069964
10085,psychiatric times,0.12306592
10086,vitamin d symptoms,0.12304708
10087,doctors note template,0.12303933
10088,facial nerves,0.12303814
10089,large intestine function,0.12301906
10090,surgical supplies,0.12297487
10091,gastric reflux,0.12296833
10092,niacin deficiency,0.12296299
10093,band 5 nhs,0.12294344
10094,my legs,0.12293977
10095,sore ear,0.12290904
10096,symptoms of genital warts,0.12289234
10097,hydrogen peroxide mouthwash,0.12287727
10098,lemsip tablets,0.12286226
10099,chrones,0.12286193
10100,insulin overdose,0.122858554
10101,fertility treatments,0.12285479
10102,cheese bacteria,0.12284924
10103,biomarkers,0.122837864
10104,burst eardrum,0.12283368
10105,naproxen,0.12282047
10106,common antidepressants,0.12280072
10107,11 week ultrasound,0.122796625
10108,cancer of the tongue,0.12279442
10109,type 2 diabetes diet,0.12278105
10110,hiccup girl,0.12278073
10111,on one codeine,0.122770935
10112,tumor suppressor genes,0.12275668
10113,severe acne,0.12271212
10114,i keep farting,0.12267378
10115,itchy butt,0.12265568
10116,cancer personality,0.12264604
10117,cervix dilation,0.12263366
10118,preeclampsia symptoms,0.12262544
10119,acute liver failure,0.12262465
10120,edema causes,0.12261248
10121,distended abdomen,0.12260786
10122,newborn development,0.1226047
10123,dementia friendly,0.12258976
10124,math aids,0.12258743
10125,skin lesions,0.12258676
10126,thyroid issues,0.12258482
10127,blister treatment,0.12254664
10128,acute kidney injury,0.12253918
10129,leg cramps causes,0.12252304
10130,vitamin a overdose,0.12252213
10131,symptoms of gonorrhea,0.12251994
10132,signs of kidney disease,0.12250202
10133,under active thyroid,0.122501284
10134,vitamin b12 deficiency symptoms,0.122482605
10135,kidney disease stages,0.12248242
10136,fatty,0.12245504
10137,colonoscopy prep,0.12243063
10138,itchy palms,0.12240934
10139,prenatal vitamin,0.12239811
10140,tmj syndrome,0.1223916
10141,what does appendicitis feel like,0.12237823
10142,efficacy,0.122355446
10143,autism in children,0.12235468
10144,hyperventilation syndrome,0.12234022
10145,foods for constipation,0.1223384
10146,how to prevent heat rash,0.12230232
10147,dr burzynski,0.122285366
10148,head pain,0.12228486
10149,treatment for yeast infection,0.12227913
10150,endocrine,0.12225662
10151,fatigue after eating,0.12224686
10152,cerebral spinal fluid,0.122232266
10153,wisdom tooth pain,0.12222751
10154,what causes jaundice,0.12222579
10155,sore testicles,0.12221968
10156,pregnancy weight calculator,0.12219448
10157,vaginal exam,0.12218347
10158,too much caffeine,0.122174054
10159,wound healing,0.12216038
10160,cortisone injection,0.12214761
10161,rosacea symptoms,0.12214732
10162,pain in right,0.12214565
10163,smokers lungs,0.12213556
10164,requirements for medical school,0.12208876
10165,vitamin e deficiency,0.12208719
10166,knee pain when bending,0.12208279
10167,resident evil degeneration,0.122050114
10168,symptoms of a yeast infection,0.12204228
10169,clinical commissioning groups,0.122040644
10170,end stage renal disease,0.12202379
10171,insanity diet,0.12201064
10172,pregnancy contractions,0.12200431
10173,gunky,0.12195614
10174,cortisone injections,0.12194869
10175,cancer insurance,0.12193092
10176,migraine with aura,0.12192501
10177,sharp abdominal pain,0.12192219
10178,how to treat an ear infection,0.12191372
10179,irregular bleeding,0.1219073
10180,tubular sclerosis,0.12188808
10181,microcephaly,0.12187215
10182,clinical cancer research,0.12187016
10183,enlarged red blood cells,0.12185344
10184,baby acne pictures,0.12183727
10185,emetophobia,0.12180547
10186,implant,0.12178581
10187,spot on lung,0.12178384
10188,constipation pain,0.12177907
10189,endocrinologist,0.1217565
10190,baby acid reflux,0.121729046
10191,hypochondriac definition,0.121724874
10192,pictures of psoriasis,0.12171231
10193,blood in urine no pain,0.121698566
10194,signs of depression in women,0.12169823
10195,carotid sinus,0.12169255
10196,stomach ulcer,0.12169223
10197,i exercise,0.121684074
10198,breasts during pregnancy,0.12167941
10199,polycystic liver disease,0.12167626
10200,capsule endoscopy,0.12167129
10201,medical id bracelets,0.121657096
10202,sign of early pregnancy,0.12165426
10203,sun rash,0.121654235
10204,caffine,0.1216448
10205,kidney dialysis,0.12163663
10206,earache relief,0.121635
10207,prenatal testing,0.121632114
10208,blackheads on nose,0.121607095
10209,temazepam side effects,0.12158915
10210,low blood platelets,0.12156255
10211,numbness in arms,0.12155148
10212,side effects of chemotherapy,0.12154225
10213,qol,0.121530205
10214,anxiety test,0.12152665
10215,diclofenac sodium,0.121519886
10216,low vision aids,0.121512786
10217,birth control pill,0.12149962
10218,vicks inhaler,0.12149101
10219,anal bleeding,0.12145833
10220,dyspepsia symptoms,0.12144765
10221,protien shakes,0.12144298
10222,nurse salaries,0.12144201
10223,drug rehab,0.12141856
10224,ehlers danlos syndrome,0.12141095
10225,insulin dependent diabetes,0.12139842
10226,speech therapy,0.12135409
10227,endometriosis and pregnancy,0.121354066
10228,baby born without a brain,0.12135094
10229,too much calcium,0.121331654
10230,celiac disease diet,0.121295065
10231,bumps under tongue,0.1212899
10232,diabetic symptoms,0.12128888
10233,medical terminology course,0.121279955
10234,imodium ad,0.121273726
10235,steroid forum,0.12123317
10236,how to burp a baby,0.12118116
10237,acute tubular necrosis,0.12117604
10238,gestational surrogate,0.12114302
10239,gout causes,0.12114143
10240,best acne face wash,0.12111595
10241,adult breastfeeding,0.121103644
10242,kicks like a sleep twitch,0.121090464
10243,twitching eyelid causes,0.12108775
10244,b12 foods,0.12106771
10245,orthopedic doctors,0.12105126
10246,sleep apnea mask,0.12104348
10247,normal sinus rhythm,0.12103876
10248,liver detox,0.121010385
10249,under breast,0.12100943
10250,natural remedies for headaches,0.12099346
10251,out of hours dentist,0.120929375
10252,digestive tract,0.12091509
10253,christina applegate breast cancer,0.12091264
10254,hyaluronic acid,0.12090794
10255,prognosis definition,0.12089908
10256,doc mcstuffins doctor kit,0.12088154
10257,angina pain,0.120872706
10258,dental surgery,0.1208647
10259,bipolar disorder test,0.120851725
10260,how long does strep throat last,0.12085012
10261,cancer walk,0.12083267
10262,ectopic pregnancy,0.12081211
10263,cognitive impairment,0.120804936
10264,natural constipation remedies,0.120803565
10265,how to stop anxiety,0.12080292
10266,low sodium symptoms,0.12079208
10267,laryngeal cancer,0.12075165
10268,best prenatal vitamins,0.12073951
10269,bed bugs bites,0.12073585
10270,itchy bumps on skin,0.12072428
10271,types of therapy,0.120705046
10272,early onset dementia,0.12070489
10273,radiation therapy,0.120694004
10274,appendicitis pain,0.12068433
10275,marfan syndrome pictures,0.12068416
10276,numb lips,0.12067037
10277,prozac dosage,0.120669685
10278,how to get rid of catarrh,0.12063699
10279,hurts when i pee,0.120630294
10280,malignant tumor,0.12062184
10281,skin cancer,0.12061991
10282,heroin addiction,0.12060407
10283,thigh pain,0.120595664
10284,stomach pain in children,0.12059119
10285,implantation cramps,0.12057621
10286,royal pain,0.12057379
10287,abortion pills,0.12055324
10288,medical school requirements,0.1205516
10289,subarachnoid,0.12053919
10290,onion allergy,0.120538324
10291,what is dysphagia,0.120535284
10292,liquid vitamins,0.12053418
10293,research about,0.12053344
10294,the implant,0.1205232
10295,sex pills,0.12050785
10296,hematoma treatment,0.120503545
10297,lost smell,0.12047993
10298,muscle relaxant,0.12046538
10299,miscarriage symptoms,0.120446235
10300,what causes nose bleeds,0.12040893
10301,normal vaginal discharge,0.12040052
10302,symptoms of stomach cancer,0.120391265
10303,thumb twitching,0.120367035
10304,copd symptoms,0.120361835
10305,angiogram,0.120361686
10306,knee tendons,0.120357126
10307,pelvic pain during pregnancy,0.120335564
10308,signs of heart disease,0.12030661
10309,health benefits of cinnamon,0.12029602
10310,biological approach to abnormality,0.12029503
10311,clavicle pain,0.120289326
10312,sweet smelling urine,0.12026253
10313,disorientated,0.12025811
10314,doctor patient confidentiality,0.12025739
10315,what is sickle cell anemia,0.12025326
10316,bipolar symptoms in women,0.1202335
10317,cbt therapy,0.120170936
10318,acne and pregnancy,0.12016622
10319,early signs of autism,0.12014723
10320,amino acid sequence,0.120120674
10321,dry sensitive skin,0.12011661
10322,how to treat bed bug bites,0.120088406
10323,fertility clinics,0.1200676
10324,symptoms of muscular dystrophy,0.12001385
10325,dry itchy skin,0.12001182
10326,under armour cold,0.11999828
10327,inducing,0.119983144
10328,left arm numbness,0.119982705
10329,human reproductive system,0.11995765
10330,western dental,0.119955435
10331,emergency contraceptive pill,0.11993429
10332,cardiology,0.11993151
10333,fractures,0.1199115
10334,vitamin d deficiency,0.1199069
10335,tract,0.11988151
10336,heart health,0.11984535
10337,nosebleeds causes,0.11978897
10338,corona,0.11975524
10339,getting pregnant with pcos,0.119713694
10340,what causes hiccups,0.11971263
10341,can i give my dog aspirin,0.119709864
10342,sharp chest pain,0.11969221
10343,i beat anorexia,0.11968403
10344,tmj disorder,0.119672656
10345,undifferentiated connective tissue disease,0.119672336
10346,can stress cause,0.119666666
10347,sharp pains in stomach,0.119628616
10348,anatomy of knee,0.119612254
10349,blood clot leg,0.11961165
10350,dizziness after eating,0.11960304
10351,muscle fatigue,0.11959919
10352,shin splint,0.1195881
10353,water on the brain,0.119583406
10354,what causes pink eye,0.11957758
10355,echinacea side effects,0.11956867
10356,physical abuse,0.119559854
10357,drug addicts,0.119555205
10358,bone marrow transplant procedure,0.119543314
10359,cramps during ovulation,0.119539976
10360,what is lactose intolerance,0.11949399
10361,chest pain,0.11948885
10362,benign tumors,0.11948885
10363,therapy cat,0.11946087
10364,vitamin b12 overdose,0.11943284
10365,chronic dehydration,0.119431324
10366,natural headache remedies,0.119416624
10367,fentanyl patch,0.11941515
10368,child cpr,0.11940767
10369,how to control anxiety,0.11940188
10370,amino acid code,0.119381614
10371,hydrocephalus symptoms,0.11937891
10372,heart disease symptoms,0.11937809
10373,rash from sun,0.11937404
10374,water treatment,0.11936346
10375,colon resection,0.11935338
10376,vitamin c abortion,0.119350925
10377,morphine withdrawal,0.119349465
10378,humidifier,0.11933931
10379,induced,0.11932932
10380,anemia symptoms,0.119318284
10381,polyps in colon,0.11931165
10382,types of stress,0.11928354
10383,numbness in arm,0.11921312
10384,restless legs,0.119175196
10385,swollen feet and ankles,0.119172096
10386,what is clomid,0.11916961
10387,burnt tongue,0.11916367
10388,what are the symptoms of bowel cancer,0.11915028
10389,childbirth trust,0.11914342
10390,what is discharge,0.119118996
10391,cervical cancer symptoms,0.119112454
10392,gallbladder cleanse,0.11907509
10393,distended,0.11906142
10394,giant cell tumor,0.11905689
10395,gall bladder removal,0.11903731
10396,dopamine deficiency,0.11903327
10397,tertiary care,0.1190283
10398,aviva health insurance,0.11900503
10399,methanol poisoning,0.119001776
10400,how many ibuprofen,0.11899316
10401,imodium for dogs,0.118985295
10402,natural decongestant,0.11898359
10403,what is a yeast infection,0.11897741
10404,vitamin a deficiency,0.11897375
10405,chaffing,0.1189552
10406,vitamin deficiency symptoms,0.11892107
10407,water intoxication,0.11892092
10408,movicol,0.118919834
10409,keep bleeding,0.11888954
10410,acute coronary syndrome,0.11888383
10411,caffeine and breastfeeding,0.118855745
10412,pharmacy near,0.118838705
10413,alcohol during pregnancy,0.11883765
10414,blood in stool causes,0.11883407
10415,genetic screening,0.11883303
10416,carpal,0.11882946
10417,elderly,0.118826576
10418,menopause treatment,0.11882606
10419,signs of autism in babies,0.11882034
10420,corneal transplant,0.11882016
10421,strong smelling urine,0.11881956
10422,oncologist salary,0.118814774
10423,nurses shoes,0.11879781
10424,pharmacy near me,0.118727446
10425,attention deficit disorder test,0.118715204
10426,breastfeeding in public,0.11863763
10427,menopause signs,0.118634276
10428,pursed lip breathing,0.11863205
10429,enlarged lymph nodes,0.11861846
10430,nhs standard contract,0.118604764
10431,uncooked,0.11860461
10432,gallbladder disease symptoms,0.11859116
10433,turmeric benefits,0.11859063
10434,chronic fatigue syndrome symptoms,0.11856953
10435,what is a hiccup,0.11855957
10436,pain in neck,0.11853911
10437,iron deficiency,0.118489176
10438,graves disease symptoms,0.11848065
10439,kidney pain,0.11846033
10440,maltodextrin side effects,0.11844312
10441,nipples hurt,0.118435174
10442,pulsing,0.118415676
10443,feet cold,0.11839363
10444,gp practice nurse jobs,0.11837986
10445,for heartburn,0.11836488
10446,brain atrophy,0.11835159
10447,psoriasis treatment,0.11832588
10448,vitreous hemorrhage,0.11831465
10449,primary peritoneal cancer,0.11831199
10450,sinus arrhythmia,0.118301764
10451,narcolepsy,0.11826178
10452,postpartum hemorrhage,0.11823046
10453,restless leg syndrome medication,0.118209496
10454,embolism,0.118208446
10455,best face wash for acne,0.11815552
10456,constipation causes,0.11815325
10457,signs of an ear infection,0.11812059
10458,symptoms heart attack,0.11811798
10459,prostate infection symptoms,0.11811677
10460,ear doctor,0.118115
10461,signs of cancer in women,0.11809412
10462,breast sex,0.11808394
10463,induce,0.1180837
10464,squamous cell lung cancer,0.118076764
10465,dr manhattan,0.118068255
10466,12 week ultrasound,0.11804215
10467,trauma surgeon,0.118029155
10468,bladder infection causes,0.118025094
10469,dry eye treatment,0.11802164
10470,anemia of chronic disease,0.11801239
10471,rhinoplasty,0.11794874
10472,symptoms of an ear infection,0.117943525
10473,breakthrough bleeding,0.11794147
10474,stomach hernia,0.117934436
10475,yeast,0.117902055
10476,thyroid medication,0.1178456
10477,food poisening,0.11781934
10478,how to get rid of a tension headache,0.11779126
10479,valerian root side effects,0.117771916
10480,neuropathy,0.11773226
10481,liver disease symptoms,0.11772735
10482,cancer diet,0.11772127
10483,time breastfeeding,0.11771532
10484,drinking vinegar,0.11767679
10485,anxiety attack symptoms,0.11767597
10486,drive medical,0.11765131
10487,ptsd test,0.11764206
10488,acute myocardial infarction,0.11763961
10489,rosacea treatment,0.117639035
10490,stuffy,0.11763162
10491,nursing shoes,0.11762289
10492,tramadol online,0.117614776
10493,preeclampsia signs,0.117561765
10494,vaginal bleeding,0.11755863
10495,brain transplant,0.11754746
10496,how to reduce anxiety,0.117532015
10497,std test,0.11749797
10498,pictures of bed bug bites,0.11748584
10499,pregnancy hormone levels,0.11747171
10500,a1c test,0.11747028
10501,right arm numbness,0.11744673
10502,hypertensive crisis,0.117445044
10503,midwife appointment,0.11744037
10504,mhra,0.117436066
10505,tubal pregnancy,0.1174165
10506,sinus tarsi syndrome,0.11740735
10507,body temperature,0.117406875
10508,psoriatic arthritis symptoms,0.117396474
10509,trigeminal,0.11738423
10510,eczema on hands,0.117383905
10511,pain in bum,0.11735824
10512,shoulder pain symptoms,0.11735683
10513,dilated cervix,0.117348194
10514,breast cancer pictures,0.11734692
10515,hypercondriac,0.11734263
10516,liver failure,0.117338896
10517,do condoms prevent stds,0.11733852
10518,how to overcome anxiety,0.11732504
10519,mri images,0.11732478
10520,vitamin k deficiency,0.117319785
10521,upper abdominal pain,0.11730129
10522,medical school rankings,0.11729892
10523,symptoms of heart disease,0.117277235
10524,nutrition journal,0.11726272
10525,swollen ankle,0.11725977
10526,sports therapy,0.117258154
10527,poison oak rash pictures,0.11721383
10528,healing foods,0.11720656
10529,a chest,0.11718477
10530,ocular rosacea,0.11717769
10531,nhs test and trace,0.11714937
10532,heart symptoms,0.117142916
10533,acne medicine,0.11713236
10534,exposure therapy,0.11713025
10535,early menopause,0.11711468
10536,troponin i,0.11709758
10537,my head hurts,0.117079206
10538,sertraline hcl,0.117072195
10539,lymph node biopsy,0.11705225
10540,abdominal quadrants,0.117049135
10541,clonazepam side effects,0.11704654
10542,gallbladder cancer,0.11702955
10543,mental health act,0.11701015
10544,dialysis treatment,0.11698801
10545,eat rice,0.11697996
10546,stomach polyps,0.11696095
10547,palliative,0.11696051
10548,dyslexia symptoms,0.11694687
10549,creatine powder,0.11694011
10550,toxoplasmosis symptoms,0.116936974
10551,what is bowel cancer,0.11690247
10552,anorexia tips,0.11689801
10553,witch hazel acne,0.11685395
10554,an appendix,0.116847
10555,ibuprofen overdose,0.1168446
10556,male menopause symptoms,0.11682078
10557,eye strain symptoms,0.11680068
10558,implanon side effects,0.116776675
10559,h pylori test,0.11677006
10560,recurrent,0.116768226
10561,obsessive compulsive disorder,0.11675719
10562,nosebleeds,0.116741195
10563,dietary,0.11671901
10564,psoriasis treatments,0.11671746
10565,cardiorespiratory system,0.116660155
10566,natural diuretics,0.11664566
10567,covid how long does loss of taste last,0.11663515
10568,teen breast,0.116615124
10569,nursing grants,0.11661087
10570,thyroid cartilage,0.11659399
10571,thyroid test,0.11659321
10572,gallbladder symptoms,0.116591625
10573,blisters on hands,0.116573706
10574,bad chest,0.116509184
10575,metformin for pcos,0.11650733
10576,anal prolapse,0.11650613
10577,amino acid table,0.11649784
10578,copd treatment,0.116486974
10579,what is lactose,0.11648014
10580,naturopathic medicine,0.11644219
10581,indigestion,0.11643974
10582,vaginal ultrasound,0.11643902
10583,vitamin world,0.116392784
10584,cervix pain,0.1163922
10585,clavicle fracture,0.11637615
10586,health safety and environment,0.11635595
10587,what causes a uti,0.11635184
10588,what is aphasia,0.11634261
10589,urology,0.1163322
10590,ablation,0.11629532
10591,tb test,0.11629425
10592,head and neck cancer,0.11627282
10593,anesthetic,0.11625825
10594,liver lesions,0.11624977
10595,nutrition uk,0.11624561
10596,heart transplants,0.11622959
10597,coq10 side effects,0.116209984
10598,ovarian pain,0.11620881
10599,avastin side effects,0.11615913
10600,anatomy of the knee,0.116151184
10601,tinnitus treatment,0.11614427
10602,itchy mole,0.11613549
10603,what does a yeast infection look like,0.11612667
10604,mouth anatomy,0.116118975
10605,muscle soreness,0.1160966
10606,symptoms of gall stones,0.116062604
10607,the vitamin shop,0.11605247
10608,anticoagulant drugs,0.11603779
10609,metformin pcos,0.11603371
10610,baby nurofen,0.116030164
10611,myocardial infarction,0.11602761
10612,schizoid personality disorder test,0.116025396
10613,burning eyes,0.116010755
10614,nodules on lungs,0.116006665
10615,rosacea pictures,0.11599823
10616,dry orgasm,0.11594299
10617,how to get rid of blackheads on nose,0.115929686
10618,is ms hereditary,0.11591319
10619,chronic pain syndrome,0.11588788
10620,bladder,0.11588049
10621,clot,0.115869336
10622,i have a pain,0.115869015
10623,dental implants,0.11586588
10624,vitamin p,0.11584367
10625,small intestine function,0.11583608
10626,aspirin side effects,0.11579663
10627,dioralyte,0.11579049
10628,nhs lateral flow test,0.11578172
10629,sids prevention,0.115781695
10630,cold meaning,0.11577691
10631,sprain vs strain,0.11576533
10632,why cant i orgasm,0.11576298
10633,abortion procedure,0.11576063
10634,clomid side effects,0.11575295
10635,osteosarcoma,0.11572383
10636,after exercise,0.115719266
10637,cancer foundation,0.11569929
10638,fertility monitor,0.115687765
10639,optical migraine,0.115684204
10640,swelling in feet,0.11567145
10641,morphine pills,0.115668245
10642,piriformis syndrome treatment,0.115664996
10643,groin pain,0.115656525
10644,breast cancer society,0.11562821
10645,united pharmacy,0.115613885
10646,spinal fluid leak,0.11561288
10647,symptoms of gonorrhea in women,0.11560244
10648,benefits of probiotics,0.115600385
10649,anxiety pills,0.115598336
10650,chronic fatigue syndrome treatment,0.11559667
10651,what causes uti,0.115572214
10652,pleural cavity,0.11555115
10653,cold gear,0.115550295
10654,can pregnant women eat,0.115546666
10655,piriformis syndrome,0.11553032
