,Query,Cosine Similarity
7202,renal cancer,0.20313448
7203,eye keeps twitching,0.20311528
7204,probiotics supplements,0.20310807
7205,my vagina itches,0.20310146
7206,cold pack,0.20309311
7207,athsma,0.20307054
7208,yeast,0.20306467
7209,histology,0.20305714
7210,esophageal ulcer,0.20305045
7211,shotty lymph nodes,0.20304045
7212,gallbladder attacks,0.2030167
7213,heart symptoms,0.20300345
7214,sciatica,0.20299874
7215,rls symptoms,0.20299855
7216,sharp stomach pains,0.20299473
7217,wheat allergy symptoms,0.2029697
7218,buy tamiflu,0.20296496
7219,tablets for,0.2029306
7220,grass pollen season,0.20293051
7221,needle doctor,0.20290399
7222,opiates,0.20289889
7223,psychopharmacology,0.20289104
7224,scleroderma symptoms,0.20288731
7225,analgesics,0.20288542
7226,blood in stool diagnosis,0.2028844
7227,pimples,0.20288235
7228,antibiotic for uti,0.2028543
7229,what are antibodies,0.2028253
7230,allergy relief tablets,0.20279635
7231,food allergies symptoms,0.20279431
7232,fresenius dialysis,0.20278928
7233,vaginal prolapse,0.20277506
7234,chest discomfort,0.20276657
7235,abmu,0.20272878
7236,malnutrition symptoms,0.20269026
7237,diabetes treatment,0.20267574
7238,natural remedies,0.20265546
7239,bleed on brain,0.20264463
7240,echinacea,0.20263591
7241,physical abuse,0.20262638
7242,what is an abscess,0.20262131
7243,cramps after period,0.20262031
7244,drug use,0.20261642
7245,legs hurt,0.20261589
7246,the digestive,0.20255698
7247,uk nhs,0.2025518
7248,antifungals,0.20254193
7249,aspirin and paracetamol,0.20254001
7250,nursing research,0.2025388
7251,shivery,0.20252864
7252,severe muscle pain,0.20252268
7253,feel dizzy,0.20249365
7254,syncope,0.20249307
7255,b braun medical,0.20246267
7256,ucla medical center,0.20243153
7257,get rid of chesty cough,0.20238869
7258,communicable,0.20235571
7259,symptoms of diverticulitis,0.20234293
7260,too much vitamin a,0.20232615
7261,valley medical center,0.20232247
7262,blood blister,0.20231624
7263,e cig juice,0.20230454
7264,food poisining,0.2023008
7265,what is colon cancer,0.202292
7266,its cold,0.20226826
7267,pink eye treatment,0.20226318
7268,mrsa carrier,0.20222476
7269,calcium deficiency,0.20222363
7270,pores,0.20220199
7271,cancer traits,0.20220019
7272,sleep fucking,0.20215899
7273,zapain,0.20213693
7274,ragweed allergy,0.20212305
7275,small vessel disease,0.20211487
7276,limes disease,0.20209774
7277,healing herbs,0.2020964
7278,impaired glucose tolerance,0.20208481
7279,esophagus problems,0.20205963
7280,calf cramps,0.20204873
7281,yeast infection symptoms,0.20203313
7282,swollen fingers,0.20201671
7283,darlaston health centre,0.20198917
7284,swollen breasts,0.20198332
7285,infant constipation,0.20194507
7286,ibuprofen with paracetamol,0.2019107
7287,stable angina,0.20188871
7288,vaginal swelling,0.20186332
7289,copd exacerbation,0.2018559
7290,heart disease statistics,0.20185131
7291,drug information,0.20183766
7292,chicken liver parfait,0.20178318
7293,how to fight depression,0.20176601
7294,long term health care,0.20175023
7295,preventative,0.20174253
7296,national institutes of health,0.20173506
7297,is alcoholism a disease,0.20173486
7298,advocate health care,0.20172386
7299,respiratory system functions,0.2017128
7300,asthma action plan,0.20167664
7301,cervical mucus in early pregnancy,0.2016612
7302,family physician,0.2016535
7303,cancer fighting foods,0.20164561
7304,virtual doctor,0.20164056
7305,cow stomach,0.20162532
7306,stand up to cancer,0.20161831
7307,unit 21 health and social care,0.20161018
7308,croup in adults,0.20160796
7309,jaundice treatment,0.20158327
7310,emdr,0.20157811
7311,bulimia treatment,0.20157015
7312,conjunctivitis symptoms,0.20155075
7313,what causes ms,0.20154418
7314,kidney symptoms,0.20148596
7315,sleep aids,0.20147948
7316,signs of lactose intolerance,0.20146012
7317,migraine headache symptoms,0.20144601
7318,learning disorders,0.20144287
7319,different types of headaches,0.20141211
7320,cyst,0.2013782
7321,itchy roof of mouth,0.20137776
7322,hpv warts,0.20136026
7323,leukemia and lymphoma society,0.20135418
7324,female sexual dysfunction,0.20134562
7325,cognitive impairment,0.2013256
7326,muscle aches in legs,0.20128936
7327,pneumonic,0.20126241
7328,about anxiety,0.20121029
7329,oral surgeon,0.20119646
7330,a pregnancy test,0.20114747
7331,nipple soreness,0.20111826
7332,relieve sinus pain,0.20108303
7333,eyes hurt,0.20106688
7334,healthcare bill summary,0.20105848
7335,aching joints menopause,0.20104595
7336,reproductive,0.20103583
7337,necrotizing fasciitis,0.20103028
7338,symptoms of diabetes in children,0.20100787
7339,in early pregnancy,0.2010001
7340,interstitial cystitis diet,0.20098664
7341,male yeast infection symptoms,0.20096728
7342,stomach hernia,0.20095822
7343,itches,0.2009557
7344,headache behind eyes,0.20095295
7345,military medicine,0.20093045
7346,medical schools,0.20092684
7347,heart valve disease,0.20089021
7348,pharmacy,0.20088452
7349,gout cures,0.20087479
7350,vaginal irritation,0.20086737
7351,blocked ears and nose,0.20085487
7352,herpes symptoms in women,0.20085388
7353,gall bladder cancer,0.20085078
7354,birth defects,0.20084108
7355,signs of colon cancer in women,0.200838
7356,actual pain,0.20082918
7357,postpartum depression symptoms,0.20079395
7358,migraines in children,0.20076959
7359,barometric pressure headache,0.20076929
7360,psychiatrists,0.20076591
7361,symptoms of chlamydia,0.20075144
7362,dysmenorrhea,0.20074533
7363,urinary tract infection home remedies,0.20072858
7364,brown vaginal discharge,0.20072123
7365,hip pain,0.20069622
7366,migraine medications,0.20067936
7367,tingling tongue,0.20066811
7368,hot flashes and night sweats,0.20064965
7369,effects of bulimia,0.20063554
7370,nhs emergency dentist,0.20061083
7371,signs and symptoms of depression,0.20060873
7372,medication side effects,0.20058349
7373,spirituality and health,0.20056978
7374,extreme orgasm,0.20052093
7375,what is lupus disease,0.20051788
7376,health protection unit,0.20051548
7377,suicidality,0.20050201
7378,enlarged tonsils,0.2004938
7379,what is als disease,0.20048834
7380,cat scratch disease,0.20047571
7381,cancer personality,0.2004458
7382,diabetic breakfast,0.2004282
7383,symptoms of hiv in women,0.20042075
7384,teething rash,0.20038398
7385,seizures,0.2003752
7386,blisters in mouth,0.2003724
7387,pregnancy nhs,0.20035173
7388,nurse hat,0.20034945
7389,signs of bowel cancer,0.2003487
7390,how is hiv transmitted,0.20029515
7391,appendicitis symptoms,0.20029205
7392,symptoms of panic attack,0.20028484
7393,hyper thyroid,0.20028338
7394,dog itching,0.20027235
7395,excessive vaginal discharge,0.20027086
7396,anal pain,0.20025992
7397,wasp stings,0.20025519
7398,sore throat at night,0.20024271
7399,blood in my snot,0.20024183
7400,cramps before period,0.20021501
7401,creatine,0.20020382
7402,nursing management,0.2001201
7403,biopsies,0.20011517
7404,otitis media,0.20008415
7405,prescription drug,0.20006263
7406,urine odor,0.20005669
7407,oral thrush pictures,0.20004255
7408,bone marrow cancer,0.20002751
7409,american journal of clinical nutrition,0.20000148
7410,medical supply store,0.19999814
7411,covonia,0.19999093
7412,chemo brain,0.19997552
7413,bleed on the brain,0.19996682
7414,journal of virology,0.19996253
7415,bacterial vaginosis treatment,0.19992927
7416,fda approval,0.19990303
7417,leaky gut symptoms,0.1999017
7418,sinus pain relief,0.19989964
7419,migraine diet,0.19989586
7420,curing,0.19988261
7421,ncbi pubmed,0.19986558
7422,hormonal imbalance symptoms,0.19986413
7423,swollen eye lid,0.19985989
7424,i beat anorexia,0.199859
7425,bone marrow transplant,0.19984809
7426,tonsils stones,0.19984448
7427,sertraline headache,0.19983971
7428,syringe pump,0.19983806
7429,my vitamin,0.19980393
7430,dog tumors,0.19978398
7431,riverside medical,0.19978096
7432,ear ringing,0.19973488
7433,laryngeal,0.19973409
7434,amniotic,0.19973202
7435,how to prevent cold sores,0.19971639
7436,eye lid twitching,0.1996952
7437,pain in head,0.1996612
7438,colorectal cancer,0.19964647
7439,my eyes hurt,0.19964312
7440,mumps symptoms,0.1996193
7441,phlegm with blood,0.1995821
7442,iv therapy,0.19956714
7443,lung cancer pictures,0.19955942
7444,serotonin syndrome,0.19955567
7445,calcium,0.19954544
7446,faint,0.19953378
7447,vera ellen anorexia,0.19949722
7448,hpv transmission,0.19949213
7449,thyroid issues,0.19948997
7450,harvard medical school,0.199483
7451,pain in knee,0.19944532
7452,cancer cures,0.19944127
7453,can cats get hayfever,0.19942823
7454,nurses station,0.19940127
7455,forearm pain,0.19939637
7456,history of nursing,0.19938433
7457,shingles photos,0.19938287
7458,locust bean gum,0.19937941
7459,symptoms of dementia,0.19937043
7460,muscle fatigue,0.19936457
7461,mouth ulcers,0.19934711
7462,shins hurt,0.19933243
7463,ayurvedic,0.1993267
7464,food poisoning remedies,0.19928828
7465,cutaneous,0.1992831
7466,white vaginal discharge,0.19927685
7467,triple antibiotic ointment,0.19926892
7468,chlamydia in men,0.19925456
7469,what is a concussion,0.19921347
7470,senile dementia,0.19919688
7471,what does strep throat look like,0.19918595
7472,cellulitis symptoms,0.19917974
7473,liquid protein,0.19917527
7474,zinc deficiency,0.1991705
7475,myasthenia gravis symptoms,0.19916974
7476,symptoms of esophageal cancer,0.19916385
7477,sciatic,0.19914946
7478,codamol,0.19914474
7479,language therapy,0.19910435
7480,menopause and depression,0.19910374
7481,smell of,0.19905882
7482,can i take ibuprofen and paracetamol,0.19902995
7483,medical technology,0.19896631
7484,liver doctor,0.19893345
7485,lump on neck,0.19891842
7486,low amniotic fluid,0.19891365
7487,bubbles in urine,0.1988982
7488,calf strain,0.19889678
7489,diabetes in dogs,0.1988908
7490,tenet healthcare,0.1988808
7491,earache,0.1988743
7492,restrictive lung disease,0.19882095
7493,vagina pain,0.1988151
7494,what do antibiotics do,0.19881316
7495,oedema,0.19881155
7496,irritable uterus,0.1988089
7497,myeloid leukemia,0.19880557
7498,benign tumor,0.19880027
7499,hiv treatment,0.19879882
7500,toothache relief,0.19876122
7501,chlamydia in women,0.19874674
7502,loperamide hcl,0.19874018
7503,medical school,0.19873989
7504,stiff neck,0.19873711
7505,symptoms heart attack,0.19873358
7506,how do you get cold sores,0.19871582
7507,breast health,0.19870743
7508,signs of genital herpes,0.198706
7509,diabetes symptoms signs,0.19869027
7510,scarlett pain,0.19867826
7511,shaken baby syndrome,0.19865528
7512,sore muscles,0.19860972
7513,aspergers in children,0.19860916
7514,how to stop a bloody nose,0.19859102
7515,gallstones symptoms,0.19857883
7516,hand therapy,0.19857837
7517,adult autism,0.19856319
7518,running knee pain,0.19854045
7519,fat brain,0.19853261
7520,my ribs hurt,0.19853127
7521,benadryl overdose,0.19851059
7522,smiths medical,0.19848639
7523,new era hayfever tablets,0.19846147
7524,neck pain,0.1984515
7525,uti in children,0.19843504
7526,thighs,0.19842671
7527,obstetrician,0.19842145
7528,vagina odor,0.19842117
7529,health and nutrition,0.19836138
7530,wellness program,0.19835725
7531,lung cancer symptoms,0.19834352
7532,feel cold all the time,0.19833499
7533,chronic dehydration,0.19832389
7534,symptoms of uti,0.1983107
7535,nursery nurses,0.19830927
7536,spectrum health,0.19828367
7537,ibuprofen tablets,0.19824657
7538,mmr vaccine side effects,0.19823316
7539,nurse job,0.19823138
7540,chiari malformation symptoms,0.19820864
7541,how long does tonsillitis last,0.19820207
7542,types of cancer,0.19819649
7543,thyroid doctor,0.19815952
7544,my chest hurts,0.19815925
7545,autism causes,0.19814971
7546,brown discharge pregnancy,0.19814439
7547,brown discharge from vagina,0.19808319
7548,how to get rid of strep throat,0.19794887
7549,folliculitis treatment,0.19792998
7550,nursing pads,0.19792339
7551,food poisoning duration,0.19791575
7552,white discharge from vagina,0.19790247
7553,dietary,0.1978772
7554,bloodshot,0.19783449
7555,hurts to pee,0.19780572
7556,what is bloating,0.1977886
7557,croup in infants,0.19776511
7558,syphilis symptoms in women,0.19773193
7559,prescription medication,0.19773102
7560,abnormality,0.19768801
7561,kidney tumor,0.19768254
7562,signs and symptoms of diabetes,0.19765824
7563,wheat intolerance,0.19765298
7564,acute renal failure,0.19764295
7565,treatment for herpes,0.1976378
7566,cancer center,0.1975845
7567,dental lab,0.19756107
7568,do doctors,0.19755284
7569,what is herpes,0.1975362
7570,tufts medical center,0.19749486
7571,back pain,0.19748133
7572,cramping but no period,0.19745494
7573,sickle cell anemia symptoms,0.19744694
7574,eye cyst,0.19744474
7575,health band,0.19743428
7576,benadryl one a day,0.19742854
7577,bed bug treatment,0.19742824
7578,signs of leukemia,0.1974234
7579,sheryl crow brain tumor,0.19739845
7580,care unit,0.19735655
7581,symptoms of colon cancer in women,0.19728255
7582,multiple sclerosis diagnosis,0.19725722
7583,b12 overdose,0.19723743
7584,head hurt,0.19723505
7585,neck injuries,0.19722116
7586,swollen lips,0.1972093
7587,bone cancer,0.1971971
7588,muscular pain,0.19718114
7589,schizophrenia treatment,0.19716504
7590,all smiles dental,0.1971635
7591,symptoms of pregnancy,0.1971542
7592,sore tailbone,0.19714451
7593,cancer walk,0.1971241
7594,conception symptoms,0.1971146
7595,stanford medical center,0.19709972
7596,butt pain,0.19708574
7597,hpv in women,0.19705312
7598,i eat,0.19703959
7599,bone marrow transplants,0.1970194
7600,organ transplant,0.19701631
7601,diagnostic imaging,0.19699931
7602,soft tissue sarcoma,0.19699118
7603,bells palsy causes,0.19698343
7604,chest pain when coughing,0.19696385
7605,home hiv test,0.19695383
7606,dr life,0.19694048
7607,disabilities,0.19693342
7608,holistic medicine,0.19692382
7609,urine smells,0.19691426
7610,out in the cold,0.19685209
7611,foods that make you poop,0.19684055
7612,montefiore medical center,0.19683412
7613,health food store,0.1968317
7614,blood blisters,0.19682458
7615,ringworm treatment for humans,0.19677934
7616,eczema cure,0.196745
7617,beaumont hospital,0.19671907
7618,thumb twitching,0.19671693
7619,travel nursing jobs,0.19670445
7620,what is ibs,0.19669981
7621,jaundice in newborns,0.19668964
7622,riverside medical centre,0.19668008
7623,what is schizophrenia,0.19667533
7624,opioid,0.1966518
7625,medical procedures,0.19665071
7626,recurrent,0.19664346
7627,get rid of cold sores,0.19662833
7628,symptoms of toxic shock syndrome,0.19660835
7629,how to cure a sore throat,0.19660813
7630,thyroid cancer,0.19659281
7631,signs of chlamydia,0.19658574
7632,head injuries,0.19657041
7633,pictures of heat rash,0.19654518
7634,tooth abscess symptoms,0.19654064
7635,veterinary pathology,0.1965229
7636,chaffing,0.19650578
7637,statins,0.19648123
7638,bleeding from anus,0.19647402
7639,orgasm overdose,0.19645657
7640,ivf,0.19640853
7641,musculoskeletal,0.19638558
7642,quetiapine,0.19638321
7643,why do you get hiccups,0.1963819
7644,pounding heart,0.19637482
7645,short bowel syndrome,0.1963744
7646,nicu nurse,0.19635406
7647,symptoms of mouth cancer,0.1963533
7648,cqc,0.19635218
7649,antacid,0.19634107
7650,symptoms of multiple sclerosis,0.19631127
7651,tb treatment,0.1962937
7652,liver failure,0.19627093
7653,nursing interventions,0.19621554
7654,spinal fluid,0.19620268
7655,blood clots,0.19620198
7656,normal tonsils,0.19614719
7657,psychosis symptoms,0.1961425
7658,dry skin rash,0.19613445
7659,left arm pain,0.196134
7660,bard medical,0.19611606
7661,pulmonary edema,0.19608718
7662,cancer prevention,0.19608136
7663,how to cure hiccups,0.19603738
7664,cancer charities,0.19603214
7665,symptoms of a uti,0.19599691
7666,heart hurts,0.19594178
7667,natural laxatives,0.19593744
7668,treatment for shingles,0.195925
7669,used medical equipment,0.19589525
7670,headaches in back of head,0.1958736
7671,cannula,0.1958718
7672,nhs weight,0.19584464
7673,st judes childrens hospital,0.19584318
7674,at home hiv test,0.19581947
7675,signs of diabetes in women,0.19581431
7676,symptoms of a panic attack,0.19579771
7677,disaster recovery,0.19576614
7678,strepsils,0.19572514
7679,cancer research journal,0.19570546
7680,tension headache causes,0.19566831
7681,heat rash symptoms,0.19566312
7682,tummy pain,0.1956622
7683,dog reverse sneezing,0.19565196
7684,what is jaundice,0.19561055
7685,compassion fatigue,0.19560546
7686,causes of diabetes,0.1955888
7687,nose surgery,0.1955881
7688,toe cramps,0.1955752
7689,normal respiratory rate,0.1955477
7690,bleed it out,0.19550616
7691,conjunctivitis eye,0.19549662
7692,a stent,0.1954966
7693,lupus treatment,0.1954579
7694,symptom of bowel cancer,0.19545725
7695,best remedy for sore throat,0.19544202
7696,medical history form,0.1954316
7697,urine smell,0.195391
7698,symptoms of exhaustion,0.19536051
7699,benadryl cream,0.19535407
7700,runny,0.19534892
7701,swollen testicle,0.19534332
7702,does ibuprofen,0.19534284
7703,biopsy,0.19533879
7704,quinine sulfate,0.19531748
7705,what causes cold sores,0.19529906
7706,pms symptoms,0.1952948
7707,digestive tract,0.19528165
7708,reflux milk,0.1952262
7709,fatty tumor,0.19521911
7710,hemorrhagic cystitis,0.19518799
7711,bipolar medication,0.1951809
7712,park medical centre,0.19514121
7713,symptoms of panic attacks,0.19512913
7714,diffuse large b cell lymphoma,0.19511527
7715,heart disease symptoms,0.19510256
7716,how to take antibiotics,0.19509827
7717,why does my throat hurt,0.19501296
7718,colostomy care,0.19493178
7719,sinutab,0.19490334
7720,synergy home care,0.19488332
7721,platelet transfusion,0.19487187
7722,alcohol enema,0.19486365
7723,types of nursing,0.19481176
7724,burst eardrum,0.1947805
7725,how do i know if i have a chest infection,0.194769
7726,cardiovascular,0.19476858
7727,diabetes type 2 symptoms,0.19476429
7728,cause of autism,0.19475943
7729,types of migraines,0.19473769
7730,anxiety symptoms,0.19469973
7731,tamiflu side effects,0.19469377
7732,research for,0.19468902
7733,appetite loss,0.19468857
7734,lactose intolerance symptoms,0.19467893
7735,symptoms of pid,0.19466269
7736,butterflies in stomach,0.19464253
7737,tongue cancer pictures,0.19455841
7738,claritin,0.19455388
7739,alcohol and diabetes,0.19451967
7740,laryngitis,0.19450216
7741,foods that cause bloating,0.19449987
7742,claustrophobia,0.1944864
7743,sweat glands,0.19446905
7744,cancer stages,0.194467
7745,symptoms for bowel cancer,0.19445598
7746,nursing interview,0.1944508
7747,indigestion,0.19444938
7748,sun allergy,0.1944373
7749,what antibiotics for uti,0.19440797
7750,dermatology,0.19440344
7751,lump in armpit,0.19434021
7752,home remedies for chest infection,0.19432217
7753,giant cell tumor,0.19429535
7754,symptoms of rabies,0.19426267
7755,health care insurance,0.19423246
7756,itchy vulva,0.19420758
7757,dizziness causes,0.19419077
7758,cardiology,0.19418778
7759,zinc poisoning,0.19418593
7760,hyperventilation,0.19418503
7761,throbbing pain,0.19418122
7762,how to cure a headache,0.19417927
7763,symptoms of a migraine,0.1941631
7764,symptoms of diabetes in women,0.19415644
7765,healthcare insurance,0.1941405
7766,signs of mouth cancer,0.19413553
7767,how to get rid of a stuffy nose,0.19410485
7768,what is lymphoma,0.1940977
7769,what is gastritis,0.19408612
7770,leaking amniotic fluid,0.19406737
7771,severe acne,0.1940349
7772,neuropathic,0.19402876
7773,platinum medical centre,0.19401878
7774,qol,0.1940077
7775,spinal headache,0.19399624
7776,how to cure sore throat,0.19399443
7777,uti treatment,0.19398917
7778,what is scabies,0.19395226
7779,snoring aids,0.19391549
7780,small intestine bacterial overgrowth,0.19390321
7781,costochondritis symptoms,0.1939021
7782,pain in my back,0.19386137
7783,iodine allergy,0.19383232
7784,anal cyst,0.19381112
7785,gallstone symptoms,0.1938038
7786,ludwig angina,0.19376527
7787,smelly urine,0.19372267
7788,evergreen hospital,0.19371003
7789,no cold water,0.1936898
7790,gp nhs,0.19368094
7791,the effects of drugs,0.19365698
7792,why do we get hiccups,0.19364151
7793,medical practice near me,0.1936301
7794,bloodwork,0.19359732
7795,smell like,0.19356553
7796,cancer drugs,0.1935652
7797,postpartum psychosis,0.19354983
7798,symptoms of stomach cancer,0.19349432
7799,lymph node pain,0.19349027
7800,why am i always cold,0.19346076
7801,cancer of the tongue,0.19344656
7802,smokers cough,0.19344294
7803,kidney infection symptoms in women,0.19342984
7804,herbal medicine,0.19340867
7805,botox for migraines,0.19339731
7806,signs of diabetes in children,0.19338754
7807,urine tests,0.19338658
7808,asthma inhalers,0.19338304
7809,nursing shirts,0.1933591
7810,inflamed taste buds,0.19333607
7811,skin lesions,0.19329122
7812,ammonia,0.1932884
7813,addisons disease,0.19322821
7814,eating disorder,0.19320899
7815,treat conjunctivitis,0.19319636
7816,trouble swallowing,0.19319111
7817,albert einstein college of medicine,0.19318247
7818,can you sweat out a cold,0.19317594
7819,dog pooping blood,0.19315708
7820,muscular sclerosis,0.19314054
7821,pregnancy period,0.19313416
7822,facial numbness,0.19313267
7823,paracetamol when pregnant,0.19311024
7824,is ibuprofen,0.19309972
7825,health and safety executive,0.19304872
7826,lactose intolerance test,0.19300553
7827,symptoms of food allergies,0.19298036
7828,leg cramps causes,0.19297698
7829,acute otitis media,0.19296525
7830,nursing tops,0.19290942
7831,home remedy for sore throat,0.1928863
7832,cold hands and feet,0.19286439
7833,what is epidemiology,0.19286236
7834,how long does a cough last,0.19286108
7835,transcultural nursing,0.19285364
7836,abdominal fat,0.19283438
7837,anal bleeding,0.19281204
7838,food allergy testing,0.19279116
7839,pharmacological,0.19278184
7840,imagine doctor,0.19276887
7841,ventricular fibrillation,0.19276443
7842,home remedies for herpes,0.19275133
7843,why do my legs ache,0.19271597
7844,constant burping,0.19270794
7845,bipolar in children,0.19266886
7846,kids with cancer,0.19265208
7847,dentist uk,0.19264136
7848,eye doctors,0.19262825
7849,what is tamiflu,0.1926216
7850,appendix pain,0.19260746
7851,diabetes symptoms in men,0.19257866
7852,clot,0.19255711
7853,sleeping disorder,0.19253859
7854,mild concussion symptoms,0.19253406
7855,hiv symptoms in men,0.1925195
7856,natural hayfever remedies,0.19251683
7857,what is shingles,0.19251466
7858,help anxiety,0.19251126
7859,synovial fluid,0.19250348
7860,inhaler,0.19248606
7861,cheese bacteria,0.19247708
7862,emc medicines,0.19247079
7863,constipation causes,0.19244152
7864,get rid of a headache,0.19243386
7865,swollen lymph nodes in neck,0.1924305
7866,catheters,0.19242628
7867,pseudoephedrine,0.19242062
7868,organ transplants,0.1923826
7869,acute definition,0.19237384
7870,surgeon,0.19235301
7871,colon cancer symptoms in men,0.19228521
7872,research about,0.19227774
7873,ibuprofen and paracetamol together,0.19227484
7874,antihistamine overdose,0.19226387
7875,how to get rid of a cold sore fast,0.19226266
7876,antiretroviral therapy,0.19225352
7877,can you drink on antibiotics,0.19223987
7878,vaginal itching,0.19221023
7879,chicken liver pate,0.19220555
7880,constipation symptoms,0.19219355
7881,how to get rid of bloating fast,0.19217592
7882,eczema causes,0.19217241
7883,celiac disease symptoms in adults,0.19215977
7884,itchy breast,0.19215631
7885,tooth out,0.19215384
7886,a gp,0.19215372
7887,my gp,0.19215009
7888,healthy bmi,0.19212644
7889,psychiatric times,0.19212285
7890,symptoms of type 2 diabetes,0.19211918
7891,pain au,0.1921168
7892,b12 deficiency symptoms,0.19205844
7893,gnat bites,0.19205564
7894,how to overcome depression,0.19205041
7895,blood transfusions,0.19204597
7896,sleepiness,0.19203919
7897,mri,0.19201559
7898,herpes symptoms in men,0.19200522
7899,allied healthcare,0.19196928
7900,abdomen pain,0.19196816
7901,headache in back of head,0.19194171
7902,symptoms of leukemia,0.19193786
7903,symptoms of fibroids,0.19189118
7904,saline drops,0.19185738
7905,healthy gums,0.19184811
7906,rabies in cats,0.19183965
7907,endocrine diseases,0.19183627
7908,swollen glands in throat,0.19181386
7909,phlegm in throat,0.19181037
7910,tapeworm symptoms,0.19179863
7911,antihistamine for children,0.19179611
7912,appendicitis signs,0.19179167
7913,boots antihistamine,0.19177626
7914,bloodshot eye,0.19177116
7915,cetirizine,0.19176334
7916,sore eyes,0.19176278
7917,hpv vaccine side effects,0.19176123
7918,canker sores,0.19173814
7919,nurse tv,0.19173062
7920,anorexia stories,0.19172764
7921,eye transplant,0.19172624
7922,baby reflux,0.1917134
7923,heart burn,0.19170971
7924,itching skin,0.19168295
7925,screaming orgasms,0.19166678
7926,herbal,0.19163093
7927,food posioning,0.19162604
7928,ovulation cramps,0.1916251
7929,blood clotting disorders,0.1916149
7930,healthcare improvement scotland,0.19160344
7931,poems about depression,0.19159667
7932,how do antibiotics work,0.19159333
7933,lactose free milk,0.1915774
7934,pain management,0.19157621
7935,global aphasia,0.19156966
7936,medical field jobs,0.19155742
7937,muscle ache in legs,0.19149387
7938,symptoms of bowel cancer,0.1914915
7939,bed bug pictures,0.19147077
7940,exertion,0.19146621
7941,symptoms of sad,0.19143598
7942,nurse jackie season 5,0.19141535
7943,what is amoxicillin,0.1914044
7944,bladder spasms,0.19139391
7945,antibiotics for dogs,0.19138315
7946,fibroid tumors,0.19137579
7947,gout causes,0.19136614
7948,male menopause,0.19136053
7949,cavities,0.19133839
7950,diet for ibs,0.19133718
7951,aspergers symptoms in adults,0.191315
7952,ulcers,0.19129789
7953,institute for healthcare improvement,0.19128338
7954,gastric ulcer,0.19128305
7955,quotes about cancer,0.19128257
7956,too much sodium,0.19128224
7957,fractures,0.1912655
7958,quotes about depression,0.19125676
7959,echinacea tea,0.19119641
7960,how to get rid of cold sores fast,0.19119446
7961,what are cold sores,0.1911936
7962,just eat,0.19114846
7963,stomach polyps,0.1911104
7964,infected ingrown toenail,0.19109133
7965,hca hospitals,0.19107635
7966,wellness programs,0.1910615
7967,head pain,0.19103986
7968,health and human services,0.19103675
7969,just eat pizza,0.19099244
7970,md consult,0.19099113
7971,health care reform bill,0.19097778
7972,acute kidney failure,0.19092897
7973,can dogs get colds,0.19092518
7974,nursing jobs,0.1909203
7975,autonomic dysfunction,0.19091308
7976,wrist injuries,0.19090992
7977,hurts when i swallow,0.19090042
7978,top tablets,0.19088836
7979,medication for depression,0.1908224
7980,heroin addiction,0.19081171
7981,musculoskeletal disorders,0.19078846
7982,nursing covers,0.19077915
7983,heart disease in women,0.19075766
7984,chlamydia symptoms women,0.19075249
7985,fatigue treatment,0.19072984
7986,oral surgery,0.19072567
7987,burzynski clinic,0.19072251
7988,lung sounds,0.19070868
7989,cns news,0.19066128
7990,how to deal with depression,0.19064608
7991,how to get rid of a sore throat fast,0.19062798
7992,sex doctor,0.19061166
7993,bicep tendonitis,0.19058797
7994,sore head,0.19058013
7995,face transplant,0.19057697
7996,types of nurses,0.19053765
7997,edema causes,0.19052505
7998,still hurts,0.19052105
7999,nurse assistant,0.19051027
8000,sore on tongue,0.19047311
8001,dvt symptoms,0.1904631
8002,uti treatment without antibiotics,0.19045188
8003,drugs for depression,0.19045141
8004,lip cancer,0.1904513
8005,migraine cures,0.19043496
8006,pharmaceutical journal,0.19043401
8007,wasp sting swelling,0.19042918
8008,nurse pictures,0.19041625
8009,forever bee pollen,0.19041348
8010,bcaa powder,0.1904105
8011,fear of needles,0.1904076
8012,how to test for herpes,0.19039273
8013,acute myeloid leukemia,0.19037136
8014,itching vagina,0.19035627
8015,chest tightness,0.1903438
8016,causes of headaches,0.1903421
8017,ear infection symptoms,0.19032449
8018,what is medicare,0.19029596
8019,rehab,0.19029126
8020,bone tumor,0.19028112
8021,stress ulcer,0.19027942
8022,diet aids,0.19025297
8023,myocardial infarction,0.19020703
8024,motor neuron disease,0.19019446
8025,syphilis treatment,0.1901865
8026,cervix cancer,0.19017547
8027,headache behind right eye,0.19016281
8028,discharge from penis,0.19012792
8029,evidence based medicine,0.19009015
8030,nsaids drugs,0.1900882
8031,lewy body dementia,0.19005835
8032,lumps in neck,0.19005749
8033,niacin deficiency,0.19001791
8034,doctor martens,0.19000632
8035,paracetamol side effects,0.19000608
8036,bruised rib,0.18998487
8037,beth israel medical center,0.18997708
8038,chiropractic care,0.18996911
8039,chromosome disorders,0.1899626
8040,symptoms of malnutrition,0.18995051
8041,what is bulimia,0.18994844
8042,rotator cuff tendonitis,0.18992698
8043,right arm pain,0.1899072
8044,holistic healing,0.18990403
8045,dogs get colds,0.18990238
8046,antihistamine tablets,0.18988517
8047,neck pain headache,0.18986797
8048,how to soothe a sore throat,0.18986616
8049,stomach ulcer,0.1898574
8050,how to treat strep throat,0.18983781
8051,american journal of human genetics,0.18976814
8052,nhs dentist,0.18974169
