,Query,Cosine Similarity
8758,breast cancer statistics,0.13297361
8759,beaumont hospital,0.1329534
8760,tufts medical center,0.13294631
8761,breast cancer t shirts,0.13294484
8762,emotional health,0.1329217
8763,antisocial disorder,0.1329112
8764,chronic,0.13291109
8765,male menopause,0.13290635
8766,anticoagulants,0.13289967
8767,claustrophobia,0.13289006
8768,hands foot and mouth disease,0.13288718
8769,codeine and ibuprofen,0.13282856
8770,cancer moles,0.13280177
8771,signs of a concussion,0.13280147
8772,cracked skin,0.13278523
8773,how to cure a sore throat,0.13278078
8774,swollen fingers,0.13275884
8775,post traumatic stress disorder,0.13271157
8776,case control study,0.13270968
8777,stuffy,0.13269158
8778,breast calcification,0.13266072
8779,keep bleeding,0.13263786
8780,antibiotics for a chest infection,0.1326265
8781,what are cold sores,0.13262472
8782,does cough medicine work,0.13261782
8783,american journal of clinical nutrition,0.13261709
8784,health reform bill,0.13258952
8785,san antonio breast cancer symposium,0.13257354
8786,childrens dentist,0.13257213
8787,nsaids drugs,0.13256662
8788,nursing education,0.13256375
8789,what is appendicitis,0.13254379
8790,aspirin and paracetamol,0.13252303
8791,pain uk,0.13251972
8792,too much caffeine,0.13251731
8793,gout symptoms,0.13251418
8794,keep a breast,0.13250223
8795,loratadine drowsy,0.13249406
8796,polycystic kidney disease,0.13248533
8797,healthcare bill summary,0.13248271
8798,hyperthermia,0.1324569
8799,gerd symptoms,0.13245462
8800,canker sores,0.132426
8801,chiari malformation symptoms,0.13241924
8802,hospital bag checklist,0.13241088
8803,pneumonic,0.13237882
8804,symptoms of tapeworm,0.13237841
8805,toxoplasmosis symptoms,0.13236655
8806,dyspepsia definition,0.13235585
8807,nhs plan,0.13233769
8808,electronic health record,0.13231826
8809,earaches,0.13231316
8810,blood platelets,0.1322937
8811,dry blocked nose,0.13228185
8812,sublingual gland,0.13228084
8813,st thomas hospital,0.13227132
8814,troponin i,0.13226943
8815,lung association,0.13226818
8816,hospital rankings,0.13225633
8817,heart attack symptoms for women,0.13225287
8818,cure for diabetes,0.13224609
8819,hospital map,0.13223585
8820,cure for cancer,0.13223289
8821,what causes dizziness,0.13219169
8822,liver problem symptoms,0.13217895
8823,what is health,0.13213882
8824,sugar cravings,0.13210979
8825,carcinoma cancer,0.13208145
8826,postmenopausal bleeding,0.13205327
8827,pineal gland cyst,0.13205034
8828,sinus drainage,0.13202792
8829,remedy for cold,0.13202551
8830,psychopharmacology,0.13202533
8831,otitis externa,0.13201809
8832,symptoms of a concussion,0.13201153
8833,congenital hip dysplasia,0.13200867
8834,skin fungus,0.13199677
8835,taking ibuprofen,0.13198248
8836,gallstones symptoms,0.1319607
8837,sarcoidosis symptoms,0.13195473
8838,herbal viagra,0.1319449
8839,congested,0.13194388
8840,hand foot mouth disease pictures,0.13193771
8841,doctor mask,0.13193107
8842,new york hospitals,0.13190901
8843,gallbladder cancer,0.1318848
8844,hot water but no heating,0.13186096
8845,surgical nurse,0.1318555
8846,cold showers,0.13185368
8847,chronic fatigue symptoms,0.13184062
8848,can adults get croup,0.1318379
8849,obesity in children,0.13183248
8850,severe lower back pain,0.13182792
8851,upper arm pain,0.13182083
8852,muscle disorders,0.13180175
8853,catarrh,0.13179047
8854,heroin drug,0.13178623
8855,hand mouth foot disease,0.13173255
8856,evidence based medicine,0.13171986
8857,lice symptoms,0.13167554
8858,cataract,0.13165939
8859,signs of a bladder infection,0.13162449
8860,lucky vitamin,0.13158071
8861,cervical plexus,0.1315425
8862,bone marrow transplants,0.1315265
8863,mirena,0.13150899
8864,heart shaped uterus,0.1314979
8865,symptoms of appendicitis,0.13141727
8866,therapy cat,0.13139847
8867,colon cancer symptoms in men,0.13139015
8868,clear sinuses,0.13138835
8869,acute renal failure,0.13138756
8870,sinus headache symptoms,0.13138494
8871,yeast infection treatment,0.13137358
8872,triage nurse,0.13134791
8873,snoring aids,0.13134244
8874,what is tamiflu,0.131338
8875,fluid in ear,0.13133746
8876,itchy butt,0.13132696
8877,health careers,0.1313214
8878,bpd family,0.13131523
8879,darlaston health centre,0.13131246
8880,care home jobs,0.13130334
8881,why does your stomach growl,0.13128883
8882,syringes and needles,0.13128531
8883,after surgery,0.13125455
8884,kids tablets,0.13122264
8885,cellulitis symptoms,0.13121608
8886,blood blister,0.13118553
8887,cold sore remedy,0.13118118
8888,northwest hospital,0.13111958
8889,cervical cancer statistics,0.13111335
8890,low vitamin,0.13111202
8891,can men get yeast infections,0.13109052
8892,types of eczema,0.13106853
8893,symptoms of herpes,0.13105926
8894,cold pack,0.13105237
8895,lower right abdominal pain,0.13103808
8896,how to cure a uti,0.1310022
8897,rotator cuff tendonitis,0.13099924
8898,hepatic portal vein,0.13098873
8899,protein in the urine,0.1309811
8900,brain cancer,0.13097271
8901,baby vicks,0.13096233
8902,pulmonary nodules,0.13095449
8903,signs of appendicitis,0.13092172
8904,blood clot in arm,0.13092124
8905,why am i dizzy,0.13090345
8906,how to treat strep throat,0.1309032
8907,diffuse large b cell lymphoma,0.13089575
8908,valley medical center,0.13087769
8909,the chronic,0.13084522
8910,teen breast,0.13084365
8911,zopiclone,0.13082913
8912,symptoms of a heart attack in women,0.1307592
8913,hand mouth and foot disease,0.13073874
8914,what is glucose,0.13073556
8915,sodium sulfate,0.13072078
8916,iud side effects,0.13070154
8917,night sweats,0.13069509
8918,pulmonary trunk,0.13068016
8919,icon clinical research,0.1306773
8920,my chest,0.13067403
8921,itches,0.13066746
8922,tonsils removed,0.13066587
8923,analgesic,0.13065034
8924,fractures,0.1305965
8925,intestinal blockage,0.13057584
8926,uti symptoms in men,0.13055176
8927,ruptured ovarian cyst,0.13053745
8928,skin cancer,0.130514
8929,gastritis treatment,0.1305108
8930,ultrasound jobs,0.13050367
8931,park medical centre,0.13049203
8932,chemotherapy side effects,0.13045418
8933,common knee injuries,0.13045123
8934,can anxiety,0.13042292
8935,h3n8,0.13041061
8936,contractions,0.1304076
8937,tongue cancer pictures,0.13040134
8938,how to reduce bloating,0.13034017
8939,stem cell transplant,0.1303164
8940,tickly,0.13031344
8941,eye strain,0.1303056
8942,yeast infection remedies,0.1302948
8943,private health insurance,0.13027109
8944,veterinary pathology,0.13025762
8945,herceptin,0.13018656
8946,symptoms of esophageal cancer,0.13011783
8947,ibuprofen headache,0.13010666
8948,paracetamol side effects,0.13010645
8949,health clubs,0.13010404
8950,school of nursing,0.13007447
8951,best remedy for cold,0.13006464
8952,brentwood community hospital,0.13002393
8953,dog symptoms,0.13002278
8954,cold shoulder,0.13000964
8955,lack of vitamin d,0.13000667
8956,bumps under tongue,0.12998593
8957,family practitioner,0.12996192
8958,water on the knee,0.12993965
8959,bakers cyst,0.12993671
8960,cold tablets,0.12993017
8961,smell like,0.12990722
8962,ranitidine,0.1298812
8963,reheated pasta,0.12987745
8964,functional dyspepsia,0.12987092
8965,abbott diabetes care,0.12986617
8966,vitreous hemorrhage,0.12986553
8967,thumb twitching,0.1298635
8968,sore eyes,0.12985064
8969,medical sales,0.12984979
8970,signs of autism in toddlers,0.12983468
8971,foods for constipation,0.12981951
8972,what is a headache,0.12981188
8973,patient access,0.12980995
8974,medical logo,0.12977433
8975,health care insurance,0.12977329
8976,responsible pharmacist,0.1297693
8977,sleeping disorder,0.12971668
8978,vitamin d deficiency symptoms in women,0.12971666
8979,bad breath cures,0.12971616
8980,the cold ones,0.12969816
8981,back pain,0.12969217
8982,dogs symptoms,0.12968715
8983,contractions list,0.12967317
8984,yeast infection home remedies,0.12964328
8985,thyroid disorder,0.12961099
8986,what is leukemia,0.12960374
8987,what causes autism,0.12960233
8988,constipation treatment,0.12959796
8989,hospital consultants,0.12957081
8990,wrist injuries,0.12954068
8991,chiropractic,0.12948035
8992,anxiety nhs,0.12947175
8993,what causes appendicitis,0.12947166
8994,groin pain,0.12947156
8995,medical bracelet,0.1294713
8996,eye symptoms,0.12946877
8997,zinc for colds,0.12946004
8998,london road community hospital,0.12945159
8999,metformin for pcos,0.1294502
9000,herpes on lip,0.12944518
9001,really cold,0.12944022
9002,tired,0.12942311
9003,antihistamine side effects,0.12940933
9004,bad chest,0.12938714
9005,best pain,0.12935895
9006,wythenshawe hospital,0.12932989
9007,impaired glucose tolerance,0.1293273
9008,acute kidney failure,0.1293264
9009,health lottery results uk saturday,0.12931502
9010,swollen lymph nodes in neck,0.12931441
9011,antipsychotic,0.12928572
9012,what helps cramps,0.12928176
9013,bloodshot eyes,0.1292638
9014,cancer sucks,0.12922178
9015,tingling hands,0.12922104
9016,sore head,0.1292122
9017,non drowsy,0.12921172
9018,becoming a nurse,0.12917165
9019,how long is a cold,0.12916261
9020,genetic testing,0.12914126
9021,post menopause,0.12912092
9022,men health,0.12911218
9023,what causes conjunctivitis,0.12908298
9024,foley catheter,0.12904233
9025,mold symptoms,0.12904155
9026,constipation home remedies,0.12899017
9027,cures for constipation,0.12898296
9028,symptoms of ms,0.12897961
9029,schizophrenia treatment,0.12895401
9030,white spots in throat,0.12892778
9031,signs of liver disease,0.1288869
9032,child nursing personal statement,0.12887289
9033,numb,0.12884323
9034,tuskegee syphilis study,0.12883586
9035,neurological symptoms,0.12880887
9036,walgreens pharmacy,0.12880743
9037,chest tightness,0.12878616
9038,bloodshot eye,0.12876973
9039,can pharmacists prescribe antibiotics,0.12876739
9040,lymphedema treatment,0.12875651
9041,mount sinai hospital,0.12875156
9042,how do i know if i have a chest infection,0.12874809
9043,symptoms of fibromyalgia,0.12873107
9044,heart palpitations,0.12871815
9045,how to get rid of bloating,0.12871793
9046,blister,0.12870859
9047,glaucoma,0.12864369
9048,toddy,0.12863195
9049,registered nurse jobs,0.12862837
9050,prolapsed bladder,0.12862723
9051,appendix pain,0.12862155
9052,tetanus,0.12861764
9053,behavioral disorders,0.12860918
9054,lip herpes,0.12860827
9055,respiratory quotient,0.12860477
9056,antibiotic side effects,0.12859301
9057,acute tubular necrosis,0.12854084
9058,cardiac arrhythmias,0.12853268
9059,impetigo photos,0.12851521
9060,burns when i pee,0.1285066
9061,vitamin b6 deficiency,0.128485
9062,bone cancer,0.1284799
9063,liver flush,0.12844571
9064,my legs,0.1284347
9065,pain under,0.12840545
9066,hand pain,0.12837498
9067,cedars sinai medical center,0.12836984
9068,antimalarial drugs,0.1283495
9069,canker sore,0.12834148
9070,medical insurance,0.1283168
9071,access to nursing,0.12828034
9072,so itchy,0.12827094
9073,ringing in the ear,0.12824187
9074,menopause signs,0.12822959
9075,itchy roof of mouth,0.12822954
9076,stress strain,0.12821555
9077,tooth,0.12820862
9078,bipolar 2 disorder,0.12820064
9079,prescription drug abuse,0.12819815
9080,hypercondriac,0.12818581
9081,bear gall bladder,0.12816016
9082,bipolar symptoms in children,0.12811589
9083,how to cure a yeast infection,0.12810619
9084,Arthralgia,0.12808615
9085,nyu hospital,0.12808436
9086,types of breast cancer,0.12807481
9087,psychological disorder,0.12801921
9088,knee pain causes,0.12801357
9089,aspirin,0.12798642
9090,what is type 2 diabetes,0.12791373
9091,urinary incontinence,0.12790108
9092,mast cell tumor,0.12787277
9093,hallucinations,0.12786514
9094,colonoscopy video,0.12782416
9095,ambulatory,0.12778997
9096,causes of stress,0.12776476
9097,symptoms of sinusitis,0.1277581
9098,too much vitamin a,0.1277531
9099,nhs temperature,0.12773731
9100,step throat,0.12771446
9101,phlegm with blood,0.12771374
9102,md anderson cancer center,0.1277118
9103,symptoms of colon cancer in men,0.12766461
9104,impairment,0.12766007
9105,colonoscopy procedure,0.12765545
9106,iron deficiency symptoms,0.1276446
9107,sleeping pill,0.12763926
9108,pain au chocolat,0.12763652
9109,symptoms of oral cancer,0.12760915
9110,stage 3 lung cancer,0.12760523
9111,keppra medication,0.12756452
9112,keep burping,0.12755895
9113,watch nurse jackie online,0.12755685
9114,cold pasta,0.12755522
9115,heartburn,0.12755387
9116,serato itch,0.12753804
9117,fluid in ears,0.12751897
9118,lansoprazole,0.12750879
9119,karen carpenter anorexia,0.12749594
9120,how to get rid of strep throat,0.12748814
9121,menopause symptoms,0.12747693
9122,zovirax ointment,0.1274693
9123,twitching eyelid causes,0.12746097
9124,orbital cellulitis,0.12746009
9125,colon cancer survival rate,0.12744904
9126,help syndrome,0.1274386
9127,herbal,0.12743574
9128,symptoms of fatigue,0.12743102
9129,excessive yawning,0.127413
9130,watch nurse jackie,0.12739682
9131,dizziness when standing up,0.12739435
9132,prescriptions,0.12734997
9133,gp nhs,0.12733334
9134,imagine doctor,0.1273273
9135,prophylaxis dental,0.12730306
9136,mirtazapine,0.12719277
9137,amino acid sequence,0.12718163
9138,kidney cancer,0.127165
9139,cyanide poisoning,0.12716341
9140,invasive breast cancer,0.12715498
9141,ocular migraines,0.12714137
9142,too much calcium,0.1271399
9143,cauda equina syndrome,0.1271222
9144,seasonal affective disorder lights,0.12711912
9145,home remedies for asthma,0.12711155
9146,wasp stings,0.12709817
9147,affective disorders,0.12707753
9148,how long do chicken pox last,0.12707232
9149,too much magnesium,0.12701032
9150,high temperature,0.12690938
9151,inverse psoriasis,0.12689833
9152,anti reflux milk,0.12688793
9153,sharp chest pain,0.12686738
9154,esophageal ulcer,0.12686096
9155,pseudoephedrine,0.12684563
9156,acyclovir,0.12684274
9157,centennial medical center,0.12684083
9158,2 year old temperature,0.12683715
9159,health products,0.12682368
9160,irritable bowel syndrome diet,0.12675677
9161,bladder,0.12672174
9162,nosebleeds causes,0.12671375
9163,triple antibiotic ointment,0.1267102
9164,ssri discontinuation syndrome,0.12670085
9165,pictures of impetigo,0.12667347
9166,antihistamine overdose,0.12667099
9167,medical instruments,0.12664708
9168,earache,0.12663594
9169,hand doctor,0.12661648
9170,blisters in mouth,0.12659925
9171,itchy dog,0.12659882
9172,exploding head syndrome,0.12659353
9173,learning disorders,0.12658472
9174,amoxicillin uses,0.12656853
9175,squirting orgasms,0.1265498
9176,opiates,0.12651066
9177,impotence causes,0.12649405
9178,burp,0.12649356
9179,thyroid test,0.12649187
9180,how to get rid of hiccups,0.12647998
9181,causes of gout,0.12642898
9182,stomach anatomy,0.12642214
9183,medical education,0.12642156
9184,childhood anxiety,0.1264115
9185,needle biopsy,0.12640885
9186,symptoms of gonorrhea,0.12640594
9187,tmj syndrome,0.12640476
9188,laryngeal cancer,0.12638143
9189,digestion problems,0.12634626
9190,hashimotos,0.12626253
9191,what are the symptoms of bowel cancer,0.12625858
9192,headache side of head,0.12625425
9193,can you get shingles more than once,0.12624465
9194,the implant,0.12624258
9195,bacon breath,0.12623383
9196,symptoms of diverticulitis,0.1261858
9197,fentanyl lollipop,0.12617609
9198,eat,0.12615344
9199,the chills,0.12615058
9200,migraine aura,0.1261504
9201,mammogram results,0.12613514
9202,asthma inhalers,0.12612595
9203,hand eczema,0.12610443
9204,le pain,0.12610433
9205,leaky gut syndrome symptoms,0.12609202
9206,feeling tired all the time,0.12607196
9207,sinus pain,0.12606665
9208,sinus arrhythmia,0.12605163
9209,poison oak rash pictures,0.12603939
9210,ear infection symptoms,0.12603913
9211,constant fatigue,0.12599926
9212,vets,0.1259571
9213,sinus rhythm,0.12593153
9214,knee injections,0.12592411
9215,costochondritis symptoms,0.12589139
9216,see my orgasm,0.1258665
9217,fractured rib,0.12583412
9218,doctor reviews,0.12582774
9219,digestive health,0.12582107
9220,universal donor blood type,0.12579173
9221,cancer walk,0.12577206
9222,undigested food in stool,0.12577021
9223,cognitive disorder,0.12575582
9224,normal respiratory rate,0.12575224
9225,down syndrome awareness,0.12570629
9226,tongue swelling,0.12566237
9227,large intestine function,0.12564366
9228,traditional chinese medicine,0.12563416
9229,medical imaging,0.12561864
9230,prozac withdrawal,0.12560755
9231,headache behind eyes,0.12560633
9232,high temp,0.12558582
9233,sore ear,0.1255422
9234,temp 38,0.12553915
9235,shingles treatment,0.12552705
9236,crps,0.12552121
9237,sinus medication,0.12550049
9238,treatment of,0.12549835
9239,hydrochloric,0.12546307
9240,diverticulitis treatment,0.12545991
9241,genotype and phenotype,0.12545496
9242,dog reverse sneezing,0.12541792
9243,itchy palms,0.12541252
9244,liver transplants,0.12541047
9245,tooth abscess symptoms,0.1254046
9246,can a pharmacist prescribe antibiotics uk,0.12536448
9247,camhs,0.12536436
9248,prozac overdose,0.12533192
9249,medical id bracelet,0.12532054
9250,low white blood cell count symptoms,0.12529454
9251,dog skin allergies,0.12524816
9252,chicken breast nutrition facts,0.125243
9253,how to take antibiotics,0.12521397
9254,careers in nursing,0.12520392
9255,hypothyroidism symptoms in women,0.12517093
9256,fluid in the ear,0.1251592
9257,tramadol hydrochloride,0.12515227
9258,symptoms of tb,0.12514815
9259,symptoms of panic attack,0.12510896
9260,psychosomatic,0.12510586
9261,tetanus shots,0.12510404
9262,cats eat,0.12510045
9263,hurts when i pee,0.12509808
9264,trauma center,0.12506756
9265,what is depression,0.1250661
9266,cracked tooth,0.12506405
9267,eye clinic,0.12505822
9268,colon cancer survival rates,0.12505342
9269,alcohol allergy,0.12505284
9270,pineal cyst,0.12503155
9271,snot,0.12502526
9272,loss smell,0.12499614
9273,jaw cancer,0.124992326
9274,b12 overdose,0.12498246
9275,facial pain,0.124950126
9276,brain cyst,0.12494302
9277,get rid of a stye,0.1249381
9278,sore throat remedies,0.12491767
9279,advanced practice nurse,0.12490657
9280,liver disease symptoms,0.124893
9281,lemsip max capsules,0.12485829
9282,ringing in ear,0.124849066
9283,gastric sleeve,0.124844834
9284,remedies for dry cough,0.12483749
9285,migraine medication,0.12482983
9286,pain on left side,0.12475534
9287,psychogenic,0.12474759
9288,attachment disorder,0.12473577
9289,prostate gland,0.12471962
9290,bloodshot,0.124681965
9291,rabies symptoms in humans,0.12467892
9292,metastatic lung cancer,0.12467349
9293,nurse practitioner,0.12467077
9294,testicular cancer signs,0.124661066
9295,sex rehab with dr drew,0.124638736
9296,hypoglycemia,0.1246209
9297,foods that cause constipation,0.12459889
9298,prednisone,0.12458196
9299,conjunctivitis eye,0.12456794
9300,palliative care,0.12454666
9301,high thyroid,0.124538064
9302,health farms,0.12453519
9303,appendicitis pain,0.12452816
9304,diverticulitis foods to avoid,0.12451854
9305,swollen lymph nodes in groin,0.12449476
9306,blue face,0.12449092
9307,wisdom teeth symptoms,0.12448922
9308,how to get rid of a chest infection,0.124477
9309,ruptured spleen symptoms,0.1244708
9310,ssri side effects,0.12446112
9311,signs of throat cancer,0.12443408
9312,pain in right side,0.12442766
9313,what helps a sore throat,0.124422655
9314,cracked ribs,0.124395944
9315,liver problems symptoms,0.12436201
9316,brain tumors,0.12430887
9317,get rid of a cold sore,0.12430385
9318,post cycle therapy,0.124287754
9319,strawberry tongue,0.124283075
9320,help for depression,0.12427156
9321,testical pain,0.1242654
9322,diet for ibs,0.12425055
9323,hill medical centre,0.1242402
9324,what is serotonin,0.12423553
9325,feel dizzy,0.124235526
9326,ibs diet plan,0.12423072
9327,propofol infusion syndrome,0.12421732
9328,causes of diabetes,0.12419867
9329,glucose in urine,0.124169394
9330,colon cancer treatment,0.124169305
9331,medical thermometer,0.124164715
9332,ncbi pubmed,0.1241027
9333,gallstone,0.12410217
9334,sexual addiction,0.12408876
9335,combination microwave,0.12407229
9336,nerve disorders,0.12406735
9337,saline drops,0.12406418
9338,phlegm in throat,0.1240523
9339,itch,0.12404416
9340,wexham park hospital,0.1240121
9341,blocked sinus,0.12399702
9342,alzheimer,0.123972416
9343,cream for heat rash,0.123962365
9344,spinal fluid leak,0.12395489
9345,certified nursing assistant,0.12394774
9346,sexy doctor,0.123930275
9347,stomach ulcer,0.1238971
9348,pre diabetic diet,0.12388602
9349,medical field jobs,0.123868495
9350,budd chiari syndrome,0.123862304
9351,my poop is green,0.123857245
9352,constant pain,0.12385319
9353,dog health problems,0.12383424
9354,testicular pain,0.12374726
9355,bone cyst,0.12373972
9356,walmart pharmacy,0.12373638
9357,symptoms of copd,0.12372917
9358,treatment for genital warts,0.12371802
9359,best pain relief,0.12369046
9360,dizziness after eating,0.123668134
9361,can you take ibuprofen and paracetamol together,0.12366495
9362,fibromyalgia support groups,0.123659626
9363,symptoms of a panic attack,0.123646304
9364,naked nurses,0.12364252
9365,herbal remedies,0.12357731
9366,eczema photos,0.123560876
9367,ovarian cyst rupture symptoms,0.12352206
9368,bleeding from anus,0.1234875
9369,ovarian cancer survival rate,0.12344237
9370,dog constipation,0.12341497
9371,nhs online,0.12341419
9372,excedrin migraine,0.12340931
9373,swollen prostate,0.123386145
9374,ssri antidepressants,0.12335925
9375,thyroid gland,0.123345725
9376,back hurts,0.12334497
9377,day and night nurse,0.12333293
9378,ent doctor,0.12333256
9379,administering,0.12331523
9380,biochemistry,0.123314835
9381,cold chest,0.123301946
9382,brain bleed,0.123300575
9383,asparagus urine,0.12329745
9384,stable angina,0.12328136
9385,sex pills,0.123281
9386,esophageal reflux,0.12326667
9387,gassy foods,0.123229116
9388,muscle cramp,0.1232218
9389,my chest hurts,0.12320272
9390,itchy legs,0.1231685
9391,diabetes recipes,0.12316486
9392,sore jaw,0.12315124
9393,conjunctivitis symptoms,0.123143815
9394,fibroids symptoms,0.123124525
9395,barium swallow test,0.12312038
9396,blood transfusion reactions,0.123119034
9397,swelling in legs,0.123112775
9398,nhs call centre,0.12311153
9399,testicular cancer symptoms,0.123098135
9400,anti depression medication,0.12306699
9401,lime disease symptoms,0.12305731
9402,gout cures,0.123022296
9403,internal bleeding symptoms,0.123012535
9404,recurrence,0.12300184
9405,semen taste,0.12299098
9406,abdominal pain after eating,0.122989826
9407,migraines symptoms,0.12297315
9408,cervical dystonia,0.12294742
9409,thyroid doctor,0.12293407
9410,mortality,0.12292871
9411,what causes a stye,0.12291777
9412,benadryl one a day,0.1228983
9413,can you sweat out a cold,0.1228822
9414,cancer drugs,0.122862205
9415,the treatment,0.12283931
9416,rheumatoid nodules,0.122836635
9417,doctors in training,0.12280077
9418,why do my farts smell so bad,0.12276935
9419,naproxen and paracetamol,0.12276552
9420,alcohol enema,0.122743465
9421,sun allergy,0.122736275
9422,night nurse,0.12271105
9423,collapsed lung symptoms,0.12270896
9424,prednisolone,0.12269513
9425,health anxiety,0.12268028
9426,caffeine,0.12267951
9427,celiac diet,0.12266482
9428,symptoms of rabies,0.12266247
9429,low iron symptoms,0.12266206
9430,healthcare services group,0.12265931
9431,colorectal cancer screening,0.12264804
9432,nurse anesthesia,0.12264761
9433,e cig liquid,0.12264666
9434,poems about depression,0.12262495
9435,respiratory system functions,0.12259622
9436,shoulder injuries,0.12259484
9437,how long does bronchitis last,0.122591674
9438,muscles,0.12258915
9439,tonsils stones,0.12256219
9440,chronic care model,0.12255104
9441,craving salt,0.122529306
9442,my teeth,0.12250603
9443,behavior disorders,0.122501835
9444,park medical,0.12246535
9445,fractured ribs,0.122426696
9446,rights in health and social care,0.1223989
9447,agoraphobia,0.122394286
9448,symptoms of iron deficiency,0.12236067
9449,health insurance awards,0.12233102
9450,h pylori treatment,0.122329794
9451,b12 supplement,0.12232969
9452,burzynski clinic,0.12227946
9453,milia treatment,0.122273885
9454,nursing degree,0.12224537
9455,mild concussion symptoms,0.12223232
9456,neck and shoulder pain,0.122222036
9457,symptoms of a yeast infection,0.1221797
9458,insulin overdose,0.12217377
9459,spirituality and health,0.12214474
9460,food poison symptoms,0.12213724
9461,cold sore on lip,0.12209536
9462,chronic migraines,0.12207843
9463,restless leg,0.12206251
9464,chest cold symptoms,0.12205483
9465,respiratory therapy,0.12204793
9466,amoxicillin side effects,0.12203395
9467,prescription,0.122031204
9468,reflux,0.12202999
9469,medical consent form,0.121976726
9470,symptoms of depression,0.1219712
9471,single payer health care,0.121942095
9472,severe neck pain,0.12193531
9473,tmj disorder,0.12193181
9474,treatment for gonorrhea,0.121895544
9475,fatty,0.12188029
9476,medical weight loss,0.12188029
9477,how to treat a sore throat,0.12187156
9478,genital herpes treatment,0.121866226
9479,barium swallow,0.1218637
9480,sleep disorder,0.12182239
9481,eardrum,0.12176435
9482,types of depression,0.12173674
9483,eating disorder,0.12173122
9484,calcium magnesium,0.12172811
9485,ways to relieve stress,0.1217152
9486,medical transcription,0.12166715
9487,soy allergy symptoms,0.12165731
9488,pimples on penis,0.121647194
9489,small intestine function,0.1216393
9490,scalded skin syndrome,0.12162553
9491,growth hormone deficiency,0.12161819
9492,anal prolapse,0.12158911
9493,behavioral health,0.121573284
9494,coccyx,0.12155034
9495,how to prevent cold sores,0.12153686
9496,end stage copd,0.121513695
9497,chapped,0.12149468
9498,does paracetamol work,0.12148628
9499,quetiapine,0.12148512
9500,serotonin syndrome symptoms,0.12146559
9501,redness,0.12145568
9502,eczema cure,0.12144505
9503,what is strep,0.12137924
9504,fake doctors notes,0.12132469
9505,nursing salaries,0.1213125
9506,normal progesterone levels,0.121305406
9507,bladder prolapse,0.121298835
9508,eye doctor,0.12126301
9509,dull pain,0.12125772
9510,throat coat,0.12125633
9511,sebaceous cyst pictures,0.12123816
9512,ultrasound gel,0.12122877
9513,mthfr gene,0.12121518
9514,burning pain,0.12120272
9515,itchy hands and feet,0.121198036
9516,symptoms of cervical cancer,0.12119396
9517,health and safety laws,0.12119327
9518,ear infections in adults,0.12117782
9519,itchy scalp,0.12114976
9520,tooth brush,0.12111718
9521,upper right abdominal pain,0.121101774
9522,harm reduction,0.12109788
9523,bruise,0.12109418
9524,tums,0.12104936
9525,uti home remedy,0.12101026
9526,rosacea pictures,0.120986946
9527,nursing shoes,0.120950386
9528,endocrine disorders,0.120915554
9529,good for constipation,0.12088194
9530,health definition,0.12087896
9531,gout pain,0.12087169
9532,loss of appetite,0.12087055
9533,help with depression,0.12084301
9534,symptoms of bladder infection,0.12082976
9535,oedema,0.120829076
9536,gummy vitamins,0.12079466
9537,obsessive compulsive disorder,0.12079334
9538,cancer tattoos,0.12079173
9539,journal of virology,0.1207609
9540,who,0.120759055
9541,slimming world diet coke chicken,0.12075431
9542,amoxicillin and alcohol,0.12073771
9543,post acute withdrawal syndrome,0.12072644
9544,medical definitions,0.12072569
9545,microgynon contraceptive pill,0.120696515
9546,low blood platelets,0.12069267
9547,health care reform bill summary,0.12069115
9548,vitiligo pictures,0.12067836
9549,tinnitus causes,0.12067432
9550,reduce swelling,0.12067424
9551,connective tissue disorder,0.120632
9552,urinary system,0.12060848
9553,what causes panic attacks,0.12056944
9554,hands cold,0.12054333
9555,heart problems,0.120532036
9556,cervical lymph nodes,0.12052436
9557,naproxen,0.12050177
9558,mmr jab,0.12047537
9559,happy pills,0.120474555
9560,aching joints menopause,0.12047447
9561,cervical cancer stages,0.12046332
9562,water cure,0.12046029
9563,swallowing problems,0.12045504
9564,what is rsv,0.12045181
9565,cold ones,0.12044287
9566,sources of b12,0.12042077
9567,naruto pain,0.12040174
9568,protein in urine,0.12038568
9569,symptoms of migraine,0.12037316
9570,small cell carcinoma,0.12037059
9571,chrons,0.12036328
9572,pain in left,0.120362066
9573,causes of headaches,0.120353796
9574,medical masks,0.12035359
9575,integrative,0.120310426
9576,sleep paralysis,0.120277405
9577,heart valve disease,0.120214045
9578,effects of bulimia,0.1202124
9579,drug classification,0.12020937
9580,symptoms of tmj,0.120207906
9581,gunky,0.12019032
9582,amino acid code,0.120167755
9583,diazepam valium,0.1201501
9584,high body temperature,0.12014684
9585,my ribs hurt,0.120134786
9586,shriners hospital for children,0.12013355
9587,how to cure bad breath,0.12013142
9588,chemo port,0.12012647
9589,ear infection in adults,0.12008305
9590,swollen lips,0.12007994
9591,herbal supplements,0.12007615
9592,pain relief,0.1200719
9593,eat sugar,0.12005872
9594,therapies,0.1200479
9595,discrimination in health and social care,0.12000252
9596,giddiness,0.11998214
9597,umbilical hernia repair,0.11997586
9598,how to get rid of genital warts,0.11997359
9599,colposcopy,0.11996563
9600,paracetamol with codeine,0.11996092
9601,sertraline hydrochloride,0.11993297
9602,opd,0.11990985
9603,cellulitis treatment,0.11985521
9604,stomach tattoos,0.119836286
