,Query,Cosine Similarity
7979,burning smell,0.12571819
7980,fistula,0.12567517
7981,center disease control,0.125662
7982,emergency dentist,0.12563242
7983,burp,0.12563191
7984,gall bladder pain,0.12563011
7985,restless leg syndrome,0.12562749
7986,thyroid,0.12561943
7987,nurses,0.12561287
7988,anxiety forum,0.12556839
7989,dislocated kneecap,0.12554005
7990,groin injury,0.12551537
7991,low amniotic fluid,0.1255025
7992,aspergers treatment,0.12550122
7993,kidney health,0.1254567
7994,cold start,0.12545235
7995,what is smallpox,0.12538603
7996,how is hepatitis c transmitted,0.12538034
7997,causes of constipation,0.12531067
7998,medication errors,0.12529033
7999,spleen cancer,0.12524065
8000,doctors,0.12523647
8001,urgent care centers,0.1251656
8002,sucking chest wound,0.12516081
8003,home remedies for migraines,0.1251532
8004,gout relief,0.12513173
8005,emergency dental care,0.12510686
8006,effects of obesity,0.12508142
8007,can you drink on antibiotics,0.1250203
8008,diseases caused by smoking,0.125017
8009,how to reduce bloating,0.1250095
8010,std,0.124999166
8011,magnesium deficiency,0.124996826
8012,staph infection treatment,0.124995634
8013,too much amniotic fluid,0.12495488
8014,cyst,0.124942526
8015,liver abscess,0.12488329
8016,earaches,0.12483366
8017,amoxicillin dosage,0.124809146
8018,what is lactose intolerance,0.12480428
8019,white discharge during pregnancy,0.1247347
8020,taste in mouth,0.12472964
8021,leukemia and lymphoma,0.12472066
8022,what is lupus disease,0.124695554
8023,sense of taste,0.12468284
8024,nectarine calories,0.12463922
8025,fabry disease,0.12461623
8026,what is hiv,0.12457532
8027,bleeding,0.12455445
8028,covid update,0.1245345
8029,ocd in children,0.124501005
8030,coronary sinus,0.124500215
8031,nuclear sclerosis,0.124478646
8032,muscular atrophy,0.12446081
8033,body temperature 38,0.12444569
8034,urgent care centre,0.12442156
8035,treatment for ringworm,0.12439113
8036,chiropractic,0.12437949
8037,synovial joints,0.12431928
8038,menstrual,0.12431042
8039,raynauds disease,0.12428483
8040,pain on left,0.12428383
8041,why does my vagina smell,0.124280535
8042,medical information,0.12427646
8043,estrogen side effects,0.12427315
8044,extreme orgasms,0.12426278
8045,causes of eczema,0.12425823
8046,chronic kidney disease stages,0.124196775
8047,book vaccine,0.12419169
8048,antibiotics for,0.12415699
8049,puking blood,0.12411193
8050,in treatment,0.12408999
8051,aging disease,0.12407674
8052,department of health,0.12407659
8053,prescribe,0.12407604
8054,optimum health,0.124068305
8055,urethra pain,0.12403127
8056,tb vaccine,0.124031246
8057,left abdominal pain,0.12401228
8058,how to get out of depression,0.12400186
8059,poop out,0.12398261
8060,body temperature,0.12396736
8061,pimple on eyelid,0.12396413
8062,respiratory acidosis,0.12395181
8063,gas pain relief,0.1239319
8064,cancer blogs,0.12390607
8065,std test,0.123888284
8066,canadian healthcare,0.12388423
8067,healthcare news,0.12384246
8068,causes of pink eye,0.12383632
8069,blood glucose level,0.12372012
8070,health informatics,0.12371295
8071,cancer poems,0.12367974
8072,just eat pizza,0.123676926
8073,bug world liverpool,0.12366245
8074,iron poisoning,0.12366107
8075,qol,0.12362814
8076,how to take paracetamol,0.1235787
8077,claustrophobic,0.123532005
8078,sodium,0.12350963
8079,treatments,0.12348465
8080,alcoholic hepatitis,0.12347141
8081,sarcoma cancer,0.12344903
8082,gardasil vaccine,0.12344149
8083,rosacea,0.12340514
8084,sexual anorexia,0.12339836
8085,why are my hands always cold,0.12338119
8086,intense orgasm,0.123377584
8087,breast abscess,0.12336028
8088,mouth anatomy,0.12335856
8089,normal blood glucose levels,0.123332866
8090,british medical journal,0.12324536
8091,what causes migraines,0.123222694
8092,can you take ibuprofen with paracetamol,0.123222634
8093,man cold,0.123216875
8094,stress relievers,0.12318159
8095,interpersonal interaction in health and social care,0.12317827
8096,chinese medicine,0.123173326
8097,affordable health care,0.12317169
8098,belly pain,0.12311991
8099,metal taste in mouth,0.12310739
8100,canada health care,0.123102315
8101,bile reflux,0.12303959
8102,tooth soap,0.12296767
8103,medical info,0.12296525
8104,christ hospital,0.12291239
8105,washington hospital,0.12289569
8106,blue face,0.122889966
8107,blood blister in mouth,0.122886196
8108,chesty cough medicine,0.122853205
8109,teaching hospitals,0.12284952
8110,recovery time,0.12280673
8111,doctors notes,0.122804545
8112,serato itch,0.12278852
8113,linctus,0.12277929
8114,baptist health,0.12276856
8115,kicks like a sleep twitch,0.12275521
8116,snoring aids,0.12274964
8117,pop a molly im sweating,0.122724414
8118,kidney failure stages,0.122710556
8119,cognitive impairment,0.12269793
8120,discharge during pregnancy,0.12267128
8121,dynamic chiropractic,0.12262042
8122,how to help someone with depression,0.122617826
8123,effects of creatine,0.1226142
8124,tooth brush,0.122610405
8125,how to fight depression,0.12258039
8126,hospitals in,0.12256494
8127,antibacterial,0.12254156
8128,si joint dysfunction,0.122500695
8129,journal of clinical psychiatry,0.12249222
8130,joint pain supplements,0.12246887
8131,syncope,0.122468114
8132,i have a pain,0.12242532
8133,lymphoma society,0.12239599
8134,marfan syndrome pictures,0.12237962
8135,in early pregnancy,0.122345865
8136,free dental care,0.122345716
8137,metalic taste in mouth,0.12233728
8138,pulmonary ventilation,0.12228644
8139,sharp pain in chest,0.12226876
8140,zopiclone,0.12225889
8141,what is aids,0.1222271
8142,home remedies for uti,0.12222095
8143,help for depression,0.12222016
8144,anti anxiety,0.12220073
8145,nose piercing,0.12219682
8146,anaemia,0.12216838
8147,synergy home care,0.12216064
8148,ocular,0.1220549
8149,vaginal herpes pictures,0.12204411
8150,chronic appendicitis,0.12204397
8151,intolerance,0.12203914
8152,swollen feet causes,0.1220286
8153,hysterectomy side effects,0.12201698
8154,chronic back pain,0.12200638
8155,muscles of the neck,0.12198916
8156,mouth swab drug test,0.121987276
8157,diet for ibs,0.12198283
8158,intercostal neuralgia,0.12197192
8159,myofascial pain,0.121968724
8160,acute renal failure,0.12195347
8161,chromosome disorders,0.12191284
8162,cure for hiv,0.121912494
8163,polycystic ovary,0.12189983
8164,wet brain,0.121895656
8165,anatomy of the knee,0.121828675
8166,medtronic diabetes,0.1217639
8167,tubular sclerosis,0.1217597
8168,eye hospital,0.1217516
8169,infected ingrown toenail,0.121725135
8170,what is dysphagia,0.12171082
8171,anemia,0.12170923
8172,acute appendicitis,0.12170096
8173,middle back pain,0.12164069
8174,36.5 body temperature,0.121639684
8175,wake up in the morning feeling like p diddy,0.12162282
8176,raynauds,0.12160228
8177,fecal incontinence,0.12158114
8178,celiac diet,0.12154412
8179,appendix burst,0.12154354
8180,wooping cough,0.12154031
8181,hiv dating,0.12152686
8182,lower abdominal pain in women,0.1215195
8183,acetaminophen,0.121514425
8184,sacroiliac joint dysfunction,0.12148065
8185,h1n1 vaccine,0.12147154
8186,womens health magazine,0.12143628
8187,toothache remedies,0.12142888
8188,stye,0.12142268
8189,achy,0.121414214
8190,thick white vaginal discharge,0.12141019
8191,left side pain under ribs,0.121365294
8192,can i take ibuprofen with paracetamol,0.121337205
8193,soothers,0.12127528
8194,lump on neck,0.12125468
8195,vitamin deficiencies,0.12123193
8196,impaired glucose tolerance,0.121228576
8197,new england journal medicine,0.12119502
8198,the bleeding,0.12118525
8199,famous people with schizophrenia,0.12116493
8200,edinburgh postnatal depression scale,0.12115247
8201,children hospital,0.1211252
8202,sleeplessness,0.1211106
8203,white blood cells,0.121101186
8204,cold sweats at night,0.12108706
8205,what causes yawning,0.12106833
8206,medical acronyms,0.12102826
8207,impacted bowel,0.12100887
8208,female sexual dysfunction,0.12100235
8209,abdominal quadrants,0.12098047
8210,see my orgasm,0.12093307
8211,why do i keep burping,0.120901674
8212,medical illustration,0.1208966
8213,causes of eye twitching,0.120860204
8214,alcoholic cirrhosis,0.12083027
8215,what are hiccups,0.120802686
8216,genetic disorders list,0.120774135
8217,blood in stool causes,0.120724775
8218,hpv vaccination,0.12070453
8219,how do you get hepatitis c,0.120676756
8220,doppler ultrasound,0.12066882
8221,blood in feces,0.12061283
8222,to poop,0.120609336
8223,health care bill passed,0.12059307
8224,location of lymph nodes,0.12059113
8225,fibroid tumor,0.12057427
8226,dragon medical,0.12051349
8227,summer cold,0.12050173
8228,copd disease,0.120464966
8229,is amoxicillin,0.120460585
8230,medical abbreviations,0.1204373
8231,effects of radiation,0.12043525
8232,boston hospitals,0.12042632
8233,list of mental disorders,0.12040026
8234,occipital lymph node,0.12039983
8235,nursing pajamas,0.12038852
8236,night sweats,0.120388426
8237,liquid aminos,0.12038423
8238,cancer stages,0.120374955
8239,gargling salt water,0.120373525
8240,a stye,0.12031108
8241,h pylori bacteria,0.12028602
8242,poison oak rash pictures,0.120270334
8243,thyroid test results,0.12026133
8244,pain in breast,0.1202247
8245,elite pain,0.12021939
8246,neck pain relief,0.120189354
8247,primary biliary cirrhosis,0.12017677
8248,canker sore pictures,0.12017543
8249,child temperature,0.12017032
8250,antihistamine drugs,0.12014662
8251,wythenshawe hospital,0.120142564
8252,jaw cancer,0.12013133
8253,cdc atlanta,0.120097674
8254,my poop is green,0.120046034
8255,moore medical,0.12003763
8256,hep b vaccine,0.120013274
8257,benadryl overdose,0.12000367
8258,recurrent,0.11996745
8259,apple cider vinegar warts,0.11996505
8260,muscle twitching causes,0.119951546
8261,constant ringing in ears,0.119945295
8262,treatment for chickenpox,0.11990798
8263,general hospital,0.11988739
8264,what causes hives,0.119881794
8265,journal of general internal medicine,0.11986029
8266,bellevue hospital,0.11984787
8267,hiccup cure,0.11984349
8268,what is hpv virus,0.11982756
8269,early menopause,0.119820945
8270,antibiotics amoxicillin,0.11982094
8271,mri cost,0.11980137
8272,pleurisy,0.119798824
8273,analgesics,0.11977725
8274,white spots on tonsils,0.11977149
8275,calf muscle pain,0.11976587
8276,clear blocked nose,0.119762704
8277,sweet itch,0.11973806
8278,bluish face,0.119644076
8279,post menopause,0.119637296
8280,throat coat,0.11960469
8281,best face wash for acne,0.11959509
8282,what causes pink eye,0.119593725
8283,human growth hormone side effects,0.11958983
8284,shoulder muscle,0.119589254
8285,what is scleroderma,0.11957561
8286,clear vaginal discharge,0.11954882
8287,heart pain,0.11951132
8288,what causes a uti,0.11950623
8289,rheum,0.119493954
8290,blood urine,0.11946134
8291,physiological,0.119460054
8292,tongue cancer pictures,0.11944798
8293,cracked skin,0.11944149
8294,heat intolerance,0.11942877
8295,progesterone cream side effects,0.119410634
8296,tickly,0.11940001
8297,how to get rid of conjunctivitis,0.11938114
8298,dental,0.11936245
8299,itchy vaginal area,0.11932817
8300,sinus tarsi,0.11932199
8301,health spas,0.11930238
8302,gastritis diet,0.11929211
8303,sailor kissing nurse,0.119259804
8304,feline leukemia,0.11924505
8305,clotting disorders,0.119227655
8306,covid uk,0.11922535
8307,codeine and ibuprofen,0.119219884
8308,chiropractor,0.119215965
8309,pain uk,0.11918974
8310,a pregnancy test,0.119180545
8311,ringing in the ear,0.11916849
8312,lymphoma survival rate,0.11915814
8313,pylori,0.11915684
8314,macrobid antibiotics,0.11913494
8315,b cell lymphoma,0.1191154
8316,chromosomal disorders,0.11908854
8317,hickups,0.11908654
8318,low dose aspirin,0.11907224
8319,alcohol poisoning,0.119062304
8320,high temperature toddler,0.119024806
8321,nursing documentation,0.11902247
8322,yeast infection home remedies,0.119016215
8323,claustrophobia,0.11899548
8324,tamoxifen side effects,0.1189247
8325,protein shakes for weight loss,0.11891702
8326,muscle pain in legs,0.1188743
8327,itchy mole,0.11886634
8328,nursing journals,0.118848294
8329,acyclovir,0.11877642
8330,what is cortisol,0.1187587
8331,lung cancer pictures,0.11874741
8332,blisters on hands,0.11873247
8333,health information technology,0.11870592
8334,esophageal reflux,0.118700966
8335,blood in flem,0.11870009
8336,xanax,0.11864905
8337,lung nodule,0.118644446
8338,what causes panic attacks,0.11863751
8339,st anthony hospital,0.1186262
8340,drinking on antibiotics,0.11861393
8341,laryngitis,0.11861199
8342,fecal occult blood test,0.11858725
8343,lung cancer,0.1185503
8344,bicep pain,0.118532985
8345,microbiology jobs,0.1185213
8346,antimalarial drugs,0.11852064
8347,hospital ward,0.118518345
8348,garlic breath,0.118504286
8349,nyu hospital,0.11847007
8350,lower abdomen pain,0.11843242
8351,sweets syndrome,0.118370056
8352,red spots on tongue,0.11834827
8353,antibiotic for uti,0.118343234
8354,diverticulitis diet,0.1183241
8355,covid anosmia,0.118316166
8356,what is bulimia,0.11828138
8357,normal temperature,0.11827334
8358,benadryl and alcohol,0.11826068
8359,codamol,0.11819959
8360,what is diabetes,0.11818181
8361,geriatric depression scale,0.118172444
8362,right side back pain,0.11815705
8363,sensory disorder,0.11814094
8364,cervical lymph nodes,0.11811835
8365,cognitive disorder,0.1181137
8366,what is discharge,0.11809063
8367,types of synovial joints,0.11805892
8368,upper right abdominal pain,0.11804029
8369,medical pictures,0.11803423
8370,burning sensation in legs,0.11801696
8371,multiple sclerosis society,0.118013486
8372,visceral pain,0.11800172
8373,how to treat food poisoning,0.11792748
8374,end stage renal disease,0.117923915
8375,group b streptococcus,0.11790725
8376,chromes disease,0.11789192
8377,implantation cramping,0.11787509
8378,chronic care model,0.1178308
8379,pulmonary nodule,0.11781612
8380,bbc covid19,0.11778757
8381,vitamins for depression,0.11776093
8382,bleeding after period,0.11766373
8383,stress eating,0.11765091
8384,ulcer,0.11763631
8385,forever bee pollen,0.117632784
8386,spirituality and health,0.11762654
8387,pain in lower left,0.117609754
8388,the effects of smoking,0.117600836
8389,lump in armpit,0.11759937
8390,national nurses day,0.117598966
8391,gout causes,0.11757938
8392,what causes aids,0.11757215
8393,treatment for concussion,0.11756705
8394,hiv transmission,0.117553905
8395,croydon university hospital,0.11755142
8396,get rid of a blocked nose,0.117541954
8397,how to get rid of gas pains,0.117532685
8398,skin ulcer,0.117513254
8399,ovary pain,0.11748132
8400,my stomach,0.117443904
8401,bleeding pussy,0.11741515
8402,what antibiotics for uti,0.117413655
8403,why do my farts smell,0.11740151
8404,cardiac sphincter,0.11739156
8405,how to relieve constipation,0.117385775
8406,small intestines,0.11738093
8407,muscle atrophy,0.11734289
8408,an mri,0.117269054
8409,chemotherapy,0.11726204
8410,bermondsey spa medical,0.11722696
8411,stye remedies,0.117180705
8412,contractions,0.117175184
8413,how to reduce swelling,0.11714485
8414,kidney pain location,0.11713652
8415,asthma action plan,0.11709837
8416,tonsils removed,0.117095634
8417,what is type 1 diabetes,0.117083386
8418,elephant man disease,0.11707844
8419,janeway lesions,0.11704512
8420,small intestine bacterial overgrowth,0.11704175
8421,crystals in urine,0.1170414
8422,relieving stress,0.11702813
8423,graves disease,0.117025025
8424,home health care,0.11700597
8425,medical terms,0.117001
8426,stay home,0.11697735
8427,high protein in urine,0.116946034
8428,blood platelets,0.116931714
8429,severe anemia,0.11684927
8430,causes of blood in stool,0.11680732
8431,yeast infection causes,0.11676216
8432,mosquito patch,0.11675882
8433,best treatment,0.11675685
8434,health bill,0.11674286
8435,normal body temperature,0.116741024
8436,hpv vaccine,0.11670707
8437,uti medication,0.11670363
8438,doctor who a christmas carol,0.1166914
8439,can you take ibuprofen and paracetamol together,0.116689935
8440,burger disorder,0.11664066
8441,colonoscopy,0.11659265
8442,syringe pump,0.116570145
8443,michael douglas throat cancer,0.1165338
8444,restless leg syndrom,0.11652111
8445,tumor markers,0.1165149
8446,wheat germ benefits,0.11650929
8447,clamidia,0.11650472
8448,medications,0.116486646
8449,healing time,0.116445586
8450,gluten free diet benefits,0.11641139
8451,what causes eye twitching,0.11640869
8452,stop the thyroid madness,0.11639357
8453,hepatic encephalopathy,0.116393425
8454,health board,0.11637397
8455,stomach,0.11636458
8456,facts about red blood cells,0.116319045
8457,heat stress,0.11626449
8458,bloody poop,0.11624081
8459,poop on,0.116184965
8460,lupus diet,0.116182014
8461,nurses week,0.116176516
8462,supplements for joint pain,0.11617415
8463,narcolepsy,0.11615722
8464,asthma inhalers,0.116151795
8465,moderna vaccine,0.11614612
8466,affective disorder,0.11613078
8467,healthcare costs,0.116113245
8468,cold one,0.11610015
8469,corneal dystrophy,0.11607378
8470,cluster headache treatment,0.11606329
8471,behavioral disorders,0.11599985
8472,gaucher disease,0.11599942
8473,free health clinics,0.115890115
8474,stomach stapling,0.115876675
8475,how antibiotics work,0.11587604
8476,spleen,0.11585432
8477,normal sodium levels,0.11584975
8478,motor neuron disease,0.11584802
8479,medical,0.115844674
8480,communicable,0.115832925
8481,what causes uti,0.11583223
8482,medical encyclopedia,0.1158085
8483,unstable angina,0.1157485
8484,lung anatomy,0.11572626
8485,vitamin c deficiency,0.11570603
8486,government healthcare,0.115678534
8487,pulmonary trunk,0.115640745
8488,st marys hospital,0.1156117
8489,chicken breast calories,0.115607314
8490,lymph node biopsy,0.11560399
8491,health benefits of cinnamon,0.11559193
8492,low white blood cell count causes,0.11558755
8493,toothpaste,0.11558397
8494,eating disorder quiz,0.11556409
8495,rs medical,0.11555525
8496,kidney pain causes,0.115552925
8497,negative pregnancy test,0.115537174
8498,too much magnesium,0.11549527
8499,hospital equipment,0.11548652
8500,over the counter uti medicine,0.11547086
8501,cold stop,0.11543613
8502,larynx cancer,0.115424074
8503,2 year old temperature,0.11541197
8504,bed bugs bites,0.115392424
8505,uti treatment,0.11537573
8506,ginger health benefits,0.1153318
8507,cold medicine uk,0.11532904
8508,vaginal weights,0.11525746
8509,small bowel obstruction,0.11520431
8510,mri images,0.115203604
8511,pseudomonas,0.11519148
8512,reactive hypoglycemia,0.11516573
8513,st elizabeth hospital,0.115148276
8514,kidney stone pain,0.1151401
8515,cervix dilation,0.115139954
8516,aspirin dosage,0.11512917
8517,necrotizing fasciitis,0.11511764
8518,psychosis,0.11509588
8519,how to get rid of a toothache,0.1150925
8520,swollen lymph nodes in groin,0.11507109
8521,cysts,0.11505933
8522,polyps in colon,0.11504608
8523,cross hospital,0.11504324
8524,protein c deficiency,0.1150067
8525,all nurses,0.11500198
8526,how to treat conjunctivitis,0.114986904
8527,chicken breast nutrition facts,0.11498612
8528,causes of fainting,0.1149783
8529,ricin poisoning,0.11495349
8530,quick nurse,0.11490661
8531,nosebleeds,0.11489868
8532,natural cough suppressant,0.1148948
8533,middlesex hospital,0.114886396
8534,cat poop coffee,0.11484866
8535,what does semen taste like,0.114838965
8536,calories in milk,0.11483091
8537,quit smoking aids,0.11480888
8538,germ cells,0.11480489
8539,antibiotic resistance,0.11478702
8540,what to pack in hospital bag,0.11477814
8541,attention deficit disorder in adults,0.114767015
8542,autism spectrum disorder,0.114749774
8543,sharp pain in breast,0.11474703
8544,sexual dysfunction,0.11469401
8545,blood in snot,0.1146936
8546,metallic taste in mouth causes,0.11464396
8547,health clinic,0.11461806
8548,bicep tendonitis,0.11461422
8549,alzheimer disease,0.114593536
8550,synovial cyst,0.1145709
8551,plaque psoriasis,0.114557736
8552,critical care medicine,0.11455487
8553,lung cancer statistics,0.11452079
8554,antiemetic,0.11452041
8555,medical abbreviations list,0.11451633
8556,groin pain in women,0.11451159
8557,running in the cold,0.11450237
8558,bad heartburn,0.11449013
8559,osteoarthritis treatment,0.11448068
8560,stryker medical,0.11447895
8561,rubella,0.11446671
8562,schizophrenia medication,0.11446348
8563,leaking amniotic fluid,0.11446051
8564,cold quotes,0.11445558
8565,gallbladder disease,0.11445229
8566,stiff neck remedies,0.1144515
8567,get rid of blocked nose,0.114423856
8568,chest pain after eating,0.114409454
8569,calories in broccoli,0.11440278
8570,of glucose,0.11439076
8571,small intestine,0.11438373
8572,anal itch,0.11434167
8573,pooping blood,0.11432022
8574,dysphagia definition,0.11431359
8575,knee ligaments,0.11431238
8576,h pylori test,0.11428962
8577,chest pain in children,0.11427068
8578,dental care,0.11425186
8579,girl having orgasm,0.1142024
8580,ambulatory care,0.11416725
8581,lost sense of taste,0.11411439
8582,why does my vagina itch,0.11406464
8583,lower abdominal pain in men,0.11405523
8584,hepatitis c vaccine,0.11404241
8585,tinnitus remedies,0.11404152
8586,contractions list,0.11403373
8587,childhood anxiety,0.11401558
8588,big toe pain,0.11401178
8589,pulmonary edema,0.11400146
8590,free dental,0.11399123
8591,lesbian nurses,0.11398999
8592,yeast infection home remedy,0.113987565
8593,severe acne,0.11397504
8594,public health nursing,0.11396577
8595,health games,0.11395153
8596,hospice care week,0.11395064
8597,schizoid personality disorder,0.11394028
8598,intestinal blockage,0.11393877
8599,liver cancer prognosis,0.11389295
8600,antibiotic resistant bacteria,0.11380495
8601,inverse psoriasis,0.11371262
8602,ibuprofen tablets,0.11369892
8603,can you take paracetamol pregnant,0.11364573
8604,the pains of being pure at heart,0.11362478
8605,thymus cancer,0.113567755
8606,medical model,0.11356424
8607,capsaicin cream,0.113547415
8608,natural laxative,0.11352258
8609,appendicitis in children,0.11351596
8610,dog pooping blood,0.11349915
8611,grovers disease,0.1134821
8612,smoking effects,0.113479905
8613,prognosis definition,0.113471165
8614,types of muscle,0.11346601
8615,home remedies for chest infection,0.11344574
8616,a1c blood test,0.1134379
8617,hyperemesis gravidarum,0.11342897
8618,out in the cold,0.11340801
8619,mens health magazine,0.11340549
8620,conjunctivitis treatment,0.113383576
8621,post acute withdrawal syndrome,0.113299936
8622,public speaking anxiety,0.11329913
8623,iron deficiency,0.11329901
8624,steve jobs cancer,0.1132651
8625,endometriosis pain,0.113263756
8626,dentist,0.11322626
8627,adrenal exhaustion,0.11320636
8628,toothache remedy,0.113198675
8629,stis,0.11319408
8630,protein shake diet,0.11319401
8631,retching,0.11317691
8632,hospital bag,0.11315484
8633,tic disorder,0.113123745
8634,hospital medical,0.11304866
8635,corneal ulcer,0.113037966
8636,cracked lips,0.11303356
8637,diabetics,0.11294828
8638,hepatitis b vaccination,0.11292954
8639,electronic health records,0.11292912
8640,crones disease,0.11290069
8641,medical advice,0.112896696
8642,pelvic pain during pregnancy,0.11288616
8643,low back pain causes,0.11288543
8644,38 degrees temperature,0.11288237
8645,repetitive stress injury,0.11285904
8646,cellulitis treatment,0.112855904
8647,covid scotland,0.11283885
8648,st peters hospital,0.11283423
8649,liver health,0.11282589
8650,master of public health,0.11281678
8651,ball of foot pain,0.11281571
8652,blood in poop,0.112805694
8653,bmi for children,0.11275329
8654,cannula,0.11271484
8655,clinical,0.112696275
8656,i poop,0.11267483
8657,paracetamol with codeine,0.112663984
8658,rabies in cats,0.11266129
8659,dog vaccinations,0.11264863
8660,metastatic cancer,0.11259465
8661,cortisone shots,0.112593845
8662,upper back pain causes,0.11258374
8663,home remedies for tooth pain,0.11258273
8664,laryngeal mask airway,0.11255889
8665,holy cross hospital,0.1125402
8666,pfizer,0.11252194
8667,normal blood glucose,0.11251695
8668,pursed lip breathing,0.11249965
8669,gall bladder attack,0.11249294
8670,liquid protein,0.112491444
8671,ibuprofen 800,0.11247565
8672,health store,0.112447545
8673,what helps cramps,0.112412505
8674,loss of taste causes,0.11240637
8675,home std test,0.11235312
8676,blackheads on nose,0.11233174
8677,hepatitis c transmission,0.112328656
8678,gammon joints,0.11232447
8679,private health,0.11230748
8680,fibroid tumors,0.11230515
8681,extensor tendonitis,0.11230055
8682,sinai hospital,0.112292275
8683,medway community healthcare,0.11227735
8684,multiple myeloma,0.11226066
8685,sleep deprived,0.11224978
8686,ringworm treatment for humans,0.11224049
8687,doctors note for work,0.11223197
8688,sinus tarsi syndrome,0.11221492
8689,hib vaccine,0.11220553
8690,nasal decongestant,0.11218237
8691,38 temperature,0.112147
8692,cant taste,0.112139955
8693,disaster recovery,0.112139195
8694,hematoma,0.11210282
8695,treatment for scabies,0.11206298
8696,obgyn,0.11204559
8697,how many paracetamol can you take,0.11204468
8698,feet cold,0.11200338
8699,how long does it take to digest gum,0.111964844
8700,bath when pregnant,0.11195812
8701,gummy vitamins,0.11195609
8702,patient emis,0.11195568
8703,online medical advice,0.11194813
8704,dyspepsia,0.11191352
8705,cdc jobs,0.11190489
8706,rumination syndrome,0.11189624
8707,low vitamin,0.111882016
8708,skin lesions,0.11185744
8709,tooth,0.11184527
8710,house medical,0.11183983
8711,lumbar pain,0.11183027
8712,ear ache remedies,0.11182458
8713,hot or cold,0.111808576
8714,effects of high blood pressure,0.111761846
8715,anxiety test,0.11175356
8716,lack of vitamin d,0.11175257
8717,hiv cure,0.1117459
8718,amino acid structures,0.11173259
8719,hereditary diseases,0.11172572
8720,lymphoma cancer,0.11172199
8721,nursing journal,0.111689284
8722,cancer of the tongue,0.11162615
8723,covid restrictions,0.11160128
8724,at home std test,0.1115991
8725,water soluble,0.11153264
8726,what muscles,0.111511916
8727,bloodshot eyes,0.11148952
8728,migraine cures,0.11144664
8729,mission hospital,0.11144184
8730,causes of pancreatitis,0.111410454
8731,home remedies for yeast infections,0.111362696
8732,baby thrush,0.11133662
8733,thyroid conditions,0.111274526
8734,the small intestine,0.111248136
8735,female genital herpes,0.11122303
8736,excema,0.111212835
8737,what is a hiccup,0.111199595
8738,autism in children,0.111183524
8739,molly drug effects,0.11118072
8740,blood in phlegm,0.111166924
8741,brain lesions,0.11115885
8742,medical symbol,0.11114252
8743,cracked ribs,0.111119464
8744,public health service,0.1110719
8745,public health schools,0.11100532
8746,pain in right,0.11099061
8747,nursing home abuse,0.11098535
8748,vibrant health,0.11095766
8749,is syphilis curable,0.11095215
8750,bleeding out,0.110947594
8751,pain in lower back,0.11092073
8752,can you get chickenpox twice,0.11088452
8753,xanax addiction,0.11084953
8754,child psychiatry,0.11084931
8755,bitter taste in mouth,0.110844776
8756,dr,0.11079153
8757,a cyst,0.11078328
8758,is the penis a muscle,0.11074097
8759,fishy vaginal odor,0.11067373
8760,school of public health,0.11066608
8761,what is yeast infection,0.11064959
8762,travel nurses,0.110630035
8763,online doctor,0.11062826
8764,hepatitis b vaccine,0.11059317
8765,abdominal ultrasound,0.110581174
8766,untreated,0.1105802
8767,attention deficit disorder test,0.11056072
8768,booster vaccine,0.11055993
8769,cancer traits,0.11055409
8770,health visitors,0.11051346
8771,sepsis criteria,0.11049559
8772,tetanus vaccine,0.11044589
8773,what is menopause,0.110435024
8774,piriton for chickenpox,0.110422656
8775,how many paracetamol to take,0.11041446
8776,dioxin poisoning,0.11040946
8777,medication information,0.11034091
8778,small intestine cancer,0.11033998
8779,metastatic lung cancer,0.11033453
8780,restless legs syndrome,0.1103194
8781,involuntary muscles,0.11031781
8782,prolapsed,0.1102875
8783,bed bugs treatment,0.11027978
8784,cold chest,0.11023176
8785,toothpaste on zits,0.11021531
8786,probiotics,0.11020137
8787,aspirin overdose,0.11017127
8788,insulin sensitivity,0.110165134
8789,just eat,0.11016023
8790,heavy bleeding,0.110160016
8791,nursing interview,0.11015359
8792,polycystic ovarian syndrome,0.110152535
8793,morrissey cancer,0.11014089
8794,chronic pelvic pain,0.11013894
8795,psychiatric hospitals,0.11013061
8796,ncov who,0.11011514
8797,food poisoning cure,0.11011325
8798,down syndrome awareness,0.110107556
8799,sweats,0.11007592
8800,what do antibiotics do,0.11006545
8801,medical books,0.110054635
8802,calories avocado,0.110050455
8803,horny nurses,0.11003399
8804,vaginal atrophy,0.11002133
8805,what is hepatitis,0.10994122
8806,best acne face wash,0.109911025
8807,lack of taste,0.10990089
8808,memorial hospital,0.10989629
8809,what is constipation,0.10987572
8810,foot disorders,0.10986543
8811,nurse salaries,0.10986152
8812,what are antibiotics,0.10984588
8813,burning sensation in chest,0.10983529
8814,nursing assessment,0.10983068
8815,how much does an mri cost,0.109823495
8816,ulcers,0.10978391
8817,thoracic back pain,0.10974887
8818,psychological disorders,0.10973917
8819,concussion treatment,0.10972217
8820,hep b vaccine schedule,0.109720774
8821,tooth out,0.10969604
8822,hip pain at night,0.10963897
8823,causes of gout,0.109626725
8824,medically induced coma,0.10957019
8825,gestational diabetes test,0.10956239
8826,burnt tongue,0.10955692
8827,psychiatric hospital,0.109503545
8828,inpatient,0.10949391
8829,tb skin test,0.10946652
8830,manic depressive disorder,0.109444514
8831,eating chocolate,0.109411255
8832,causes of bipolar disorder,0.10941074
8833,right abdominal pain,0.10940949
